id,bspl,detailname,resultname
1,PL,제품매출-국내,매출
2,PL,제품매출-로칼,매출
3,PL,제품매출-직수,매출
4,PL,제품매출-에누리-금액,매출
5,PL,제품매출-장려금,매출
6,PL,제품매출-반품충당금,매출
7,PL,제품매출-물류,매출
8,PL,제품매출-판촉비,매출
9,PL,제품매출-광고선전비,매출
10,PL,제품매출-패널티,매출
11,PL,제품매출-마일리지,매출
12,PL,제품매출-운반/보헙,매출
13,PL,제품매출-정보이용료,매출
14,PL,매출액-제품,매출
15,PL,매출액-반품,매출
16,PL,매출액-반품추정,매출
17,PL,매출액-에누리,매출
18,PL,매출액-매출할인,매출
19,PL,매출액-판매장려금,매출
20,PL,매출액-판가보전,매출
21,PL,상품매출-국내,매출
22,PL,상품매출-로칼,매출
23,PL,상품매출-직수,매출
24,PL,상품매출-중개,매출
25,PL,상품매출-에누리-금액,매출
26,PL,매출액-상품,매출
27,PL,매출액-부산물,매출
28,PL,매출액-반제품,매출
29,PL,매출액-원자재,매출
30,PL,매출액-저장품,매출
31,PL,매출액-로열티,매출
32,PL,매출액-기타,매출
33,PL,매출액-임대료,매출
34,PL,매출액-유상사급,매출
35,PL,매출액-순액매출조정,매출
36,PL,매출액-선물환,매출
37,PL,매출액-수탁,매출
38,PL,매출액-원료,매출
39,PL,용역매출-물류대행-수작업,매출
40,PL,용역매출-온라인-수작업,매출
41,PL,용역매출-운반/보험,매출
42,PL,매출액-Service,매출
43,PL,매출액-Service공사(에스원Only),매출
44,PL,매출액-Agency,매출
45,PL,매출액-물류,매출
46,PL,매출액-R&D용역,매출
47,PL,매출액-임가공,매출
48,PL,매출액-기타용역,매출
49,PL,매출액-A/S,매출
50,PL,매출액-진행기준-용역,매출
51,PL,매출액-도급공사-인정,매출
52,PL,매출액-도급공사-미인정,매출
53,PL,매출액-도급공사-Unbilled,매출
54,PL,매출액-분양공사,매출
55,PL,임가공매출-용역,매출
56,PL,매출원가-제품,매출원가
57,PL,직접원재료비,매출원가
58,PL,간접원재료비,매출원가
59,PL,직접부재료비,매출원가
60,PL,간접부재료비,매출원가
61,PL,제조급여,매출원가
62,PL,제조임원급여,매출원가
63,PL,제조상여금,매출원가
64,PL,제조제수당,매출원가
65,PL,제조잡급,매출원가
66,PL,제조퇴직급여,매출원가
67,PL,제조복리후생비-의료보험,매출원가
68,PL,제조복리후생비-고용보험,매출원가
69,PL,제조복리후생비-산재보험,매출원가
70,PL,제조복리후생비-건강관리실유지,매출원가
71,PL,제조복리후생비-건강진단,매출원가
72,PL,제조복리후생비-공상치료비,매출원가
73,PL,제조복리후생비-선물대,매출원가
74,PL,제조복리후생비-식당운영비,매출원가
75,PL,제조복리후생비-회식비,매출원가
76,PL,제조복리후생비-학자금,매출원가
77,PL,제조복리후생비-종업원시상금,매출원가
78,PL,제조복리후생비-통근버스운행비,매출원가
79,PL,제조복리후생비-동호회보조비,매출원가
80,PL,제조복리후생비-피복비,매출원가
81,PL,제조복리후생비-업무수행비,매출원가
82,PL,제조복리후생비-회의비,매출원가
83,PL,제조복리후생비-보조금,매출원가
84,PL,제조복리후생비-경조사비,매출원가
85,PL,제조복리후생비-기타,매출원가
86,PL,제조복리후생비-국민연금,매출원가
87,PL,제조복리후생비-장애인고용부담금,매출원가
88,PL,제조복리후생비-자판기마감대,매출원가
89,PL,제조복리후생비-기숙사관리비용,매출원가
90,PL,제조복리후생비-화환대,매출원가
91,PL,제조복리후생비-식수대,매출원가
92,PL,제조복리후생비-야유회비,매출원가
93,PL,제조복리후생비-차량유지비,매출원가
94,PL,제조복리후생비-예비군훈련비용,매출원가
95,PL,제조복리후생비-건강보험,매출원가
96,PL,제조복리후생비-노무관리비,매출원가
97,PL,제조복리후생비-생일축하지원금,매출원가
98,PL,제조복리후생비-조직활성화비,매출원가
99,PL,제조복리후생비-피복세탁,매출원가
100,PL,제조복리후생비-직무교류회,매출원가
101,PL,제조외주가공비,매출원가
102,PL,제조외주가공비(클레임),매출원가
103,PL,제조외주가공비-재가공,매출원가
104,PL,제조외주가공비-추가,매출원가
105,PL,제조감가상각비-건물,매출원가
106,PL,제조감가상각비-기계장치,매출원가
107,PL,제조감가상각비-구축물,매출원가
108,PL,제조감가상각비-차량운반구,매출원가
109,PL,제조감가상각비-시설장치,매출원가
110,PL,제조감가상각비-공구와기구,매출원가
111,PL,제조감가상각비-임차개량자산,매출원가
112,PL,제조수선비-기계장치수선비,매출원가
113,PL,제조수선비-건물수선비,매출원가
114,PL,제조수선비-기계장치수선비(일반),매출원가
115,PL,제조수선비 - 시설장치,매출원가
116,PL,제조세금과공과-제회비,매출원가
117,PL,제조세금과공과-재산세,매출원가
118,PL,제조세금과공과-사업소세,매출원가
119,PL,제조세금과공과-주민세,매출원가
120,PL,제조세금과공과-자동차세,매출원가
121,PL,제조세금과공과-인지증지대,매출원가
122,PL,제조세금과공과-전력기금,매출원가
123,PL,제조세금과공과-기타,매출원가
124,PL,제조세금과공과-국민연금,매출원가
125,PL,제조지급임차료-임차료,매출원가
126,PL,제조지급임차료-차량임차료,매출원가
127,PL,제조지급임차료-건물임차료,매출원가
128,PL,제조지급임차료-장비임차료,매출원가
129,PL,"제조지급임차료-사외창고, 컨테이너 임차료",매출원가
130,PL,제조접대비-접대비,매출원가
131,PL,제조도서인쇄비-외주인쇄비,매출원가
132,PL,제조도서인쇄비-간행물도서류,매출원가
133,PL,제조잡비-잡비,매출원가
134,PL,제조해외시장개척비-해외여비교통비,매출원가
135,PL,제조해외시장개척비-해외사무소경비,매출원가
136,PL,제조해외시장개척비-기타,매출원가
137,PL,제조주식보상비용-주식보상비용,매출원가
138,PL,제조차량유지비-유류비,매출원가
139,PL,제조차량유지비-수리부품대,매출원가
140,PL,제조차량유지비-차량검사비,매출원가
141,PL,제조차량유지비-자가운전유지비,매출원가
142,PL,제조차량유지비-기타,매출원가
143,PL,제조교육훈련비-사내교육,매출원가
144,PL,제조교육훈련비-사외위탁교육,매출원가
145,PL,제조교육훈련비-신입사원교육,매출원가
146,PL,제조교육훈련비-채용경비,매출원가
147,PL,제조교육훈련비-해외연수비,매출원가
148,PL,제조교육훈련비-교육참가일당,매출원가
149,PL,제조교육훈련비-기타,매출원가
150,PL,제조교육훈련비-직무교육(사내교육),매출원가
151,PL,제조교육훈련비-직무교육(사외위탁교육),매출원가
152,PL,제조교육훈련비-직무교육(교육참가일당),매출원가
153,PL,제조교육훈련비-계층교육(사내교육),매출원가
154,PL,제조교육훈련비-계층교육(사외위탁교육),매출원가
155,PL,제조교육훈련비-계층교육(교육참가일당),매출원가
156,PL,제조교육훈련비-조직활성화교육(사내교육),매출원가
157,PL,제조교육훈련비-조직활성화교육(사외위탁교육),매출원가
158,PL,제조교육훈련비-조직활성화교육(교육참가일당),매출원가
159,PL,제조교육훈련비-자기개발교육(사내교육),매출원가
160,PL,제조교육훈련비-자기개발교육(사외위탁교육),매출원가
161,PL,제조교육훈련비-자기개발교육(교육참가일당),매출원가
162,PL,제조교육훈련비-온라인교육,매출원가
163,PL,제조여비교통비-시내교통비,매출원가
164,PL,제조여비교통비-국내출장비,매출원가
165,PL,제조여비교통비-기타,매출원가
166,PL,제조운반비-제품운반비,매출원가
167,PL,제조운반비-기계장치운반비,매출원가
168,PL,제조운반비-기타운반비,매출원가
169,PL,제조보험료-차량보험,매출원가
170,PL,제조보험료-상해보험,매출원가
171,PL,제조보험료-제조물배상책임보험,매출원가
172,PL,제조보험료-단기수출선적보험,매출원가
173,PL,제조보험료-동산보험,매출원가
174,PL,제조보험료-화재보험,매출원가
175,PL,제조보험료-운송보험,매출원가
176,PL,제조보험료-기타,매출원가
177,PL,제조통신비-전용회선사용료,매출원가
178,PL,제조통신비-우편료,매출원가
179,PL,제조통신비-전화이용료,매출원가
180,PL,제조통신비-이동통신이용료,매출원가
181,PL,제조통신비-기타,매출원가
182,PL,제조수도광열비-도시가스,매출원가
183,PL,제조수도광열비-상하수도료,매출원가
184,PL,제조전력비-전력비,매출원가
185,PL,제조소모품비-사무용품비,매출원가
186,PL,제조소모품비-전산장비소모품,매출원가
187,PL,제조소모품비-제조장비소모품,매출원가
188,PL,제조소모품비-제조구매소모품,매출원가
189,PL,제조소모품비-전산장비기타,매출원가
190,PL,제조소모품비 - 시설장치,매출원가
191,PL,제조지급수수료(일반)-용역수수료,매출원가
192,PL,제조지급수수료(일반)-국내커미션,매출원가
193,PL,제조지급수수료(일반)-기타지급수수료,매출원가
194,PL,제조지급수수료(용역)-도급비용(일용직),매출원가
195,PL,"제조지급수수료(용역)-기타 도급비(영선,경비등)",매출원가
196,PL,제조경상개발비-재료비,매출원가
197,PL,매출원가-상품,매출원가
198,PL,매출원가-상품-Project,매출원가
199,PL,매출원가-부산물,매출원가
200,PL,매출원가-반제품,매출원가
201,PL,매출원가-원자재,매출원가
202,PL,매출원가-저장품,매출원가
203,PL,매출원가-저장품(에스원Only),매출원가
204,PL,매출원가-로열티,매출원가
205,PL,매출원가-임대료,매출원가
206,PL,매출원가-유상사급,매출원가
207,PL,매출원가-유상사급조정,매출원가
208,PL,매출원가-유상사급손익소거,매출원가
209,PL,용역매출원가-물류대행,매출원가
210,PL,용역매출원가-운반/보험,매출원가
211,PL,매출원가-A/S,매출원가
212,PL,매출원가-Warranty,매출원가
213,PL,매출원가-Service,매출원가
214,PL,매출원가-Service공사(에스원Only),매출원가
215,PL,매출원가-Agency,매출원가
216,PL,매출원가-물류,매출원가
217,PL,매출원가-R&D용역,매출원가
218,PL,매출원가-임가공,매출원가
219,PL,매출원가-기타용역,매출원가
220,PL,매출원가-진행기준-용역,매출원가
221,PL,매출원가-도급공사,매출원가
222,PL,매출원가-도급공사(물산Only),매출원가
223,PL,매출원가-분양공사,매출원가
224,PL,임가공매출원가-용역,매출원가
225,PL,급여-급여소급,급여
226,PL,급여-급여소급예정원가,급여
227,PL,급여-임금,급여
228,PL,급여-임금-소급,급여
229,PL,급여-임금-소급예정원가,급여
230,PL,급여-상여금,급여
231,PL,급여-상여금-비정기상여예정원가,급여
232,PL,급여-잡급,급여
233,PL,급여-잡급-판촉/AR,급여
234,PL,급여-잡급-잡급소급,급여
235,PL,급여-상여금-임금,급여
236,PL,급여-상여금-임금-비정기상여예정원가,급여
237,PL,급여-영업여사원,급여
238,PL,급여-영업여사원-급여소급,급여
239,PL,급여-영업여사원-급여소급예정원가,급여
240,PL,급여-상여금-영업여사원,급여
241,PL,급여-상여금-영업여사원-비정기상여예정,급여
242,PL,급여-성과상여금,급여
243,PL,급여-성과상여금-성과상여예정원가,급여
244,PL,급여,급여
245,PL,급여-급여-유급휴가예정원가,급여
246,PL,급여및수당,급여
247,PL,상여금-정기상여,급여
248,PL,상여금-명절상여,급여
249,PL,상여금-휴가상여,급여
250,PL,상여금-생산성격려-PI,급여
251,PL,상여금-성과배분-PS,급여
252,PL,상여금-장기성과인센티브,급여
253,PL,상여금-기타,급여
254,PL,퇴직급여-임금,퇴직급여
255,PL,퇴직급여-확정급여형,퇴직급여
256,PL,퇴직급여-확정기여형,퇴직급여
257,PL,퇴직급여-기타,퇴직급여
258,PL,복리후생비-구내식당,복리후생비
259,PL,복리후생비-애경사비,복리후생비
260,PL,복리후생비-근무복대,복리후생비
261,PL,복리후생비-팀비,복리후생비
262,PL,복리후생비-건강진단비,복리후생비
263,PL,복리후생비-건전단체지원금,복리후생비
264,PL,복리후생비-사택/기숙사 유지관리비,복리후생비
265,PL,복리후생비-건강보험,복리후생비
266,PL,복리후생비-포상금,복리후생비
267,PL,복리후생비-고용보험,복리후생비
268,PL,복리후생비-석수대,복리후생비
269,PL,복리후생비-운영비,복리후생비
270,PL,복리후생비-재해보장/의료비,복리후생비
271,PL,복리후생비-회의식대,복리후생비
272,PL,복리후생비-사원선물대,복리후생비
273,PL,복리후생비-제/상품-자동,복리후생비
274,PL,복리후생비-연근식대,복리후생비
275,PL,복리후생비-판촉운영비,복리후생비
276,PL,복리후생비-판촉운영비-급여공제,복리후생비
277,PL,복리후생비-직장보육시설,복리후생비
278,PL,복리후생비-한마음,복리후생비
279,PL,복리후생비-상해보험/질병보험,복리후생비
280,PL,복리후생비-워크샵,복리후생비
281,PL,복리후생비-체력단련비,복리후생비
282,PL,복리후생비-하계휴양소,복리후생비
283,PL,복리후생비-기타,복리후생비
284,PL,복리후생비-연월차,복리후생비
285,PL,복리후생비-장기근속,복리후생비
286,PL,복리후생비-당직비,복리후생비
287,PL,복리후생비-개인연금,복리후생비
288,PL,복리후생비-학자금지원,복리후생비
289,PL,복리후생비-자기활동,복리후생비
290,PL,복리후생비-자가운전,복리후생비
291,PL,복리후생비-선물구입,복리후생비
292,PL,복리후생비-경조금,복리후생비
293,PL,복리후생비-의료비,복리후생비
294,PL,복리후생비-식대-주부식,복리후생비
295,PL,복리후생비-식대-잔업식,복리후생비
296,PL,복리후생비-식대-식당운영,복리후생비
297,PL,복리후생비-식대-기타,복리후생비
298,PL,복리후생비-체력단련,복리후생비
299,PL,복리후생비-시상,복리후생비
300,PL,복리후생비-주택임차,복리후생비
301,PL,복리후생비-기숙사,복리후생비
302,PL,복리후생비-국민연금보험료,복리후생비
303,PL,복리후생비-건강보험료,복리후생비
304,PL,복리후생비-산재보험료,복리후생비
305,PL,복리후생비-고용보험료,복리후생비
306,PL,복리후생비-상해보험료,복리후생비
307,PL,복리후생비-단체보험료,복리후생비
308,PL,복리후생비-장기요양보험료,복리후생비
309,PL,복리후생비-기타보험료,복리후생비
310,PL,복리후생비-시설운영,복리후생비
311,PL,복리후생비-행사지원,복리후생비
312,PL,복리후생비-통근버스임차,복리후생비
313,PL,복리후생비-사내근로복지기금,복리후생비
314,PL,복리후생비-노사활동,복리후생비
315,PL,복리후생비-동호회활동,복리후생비
316,PL,복리후생비-단체지원,복리후생비
317,PL,복리후생비-의료보험,복리후생비
318,PL,복리후생비-산재보험,복리후생비
319,PL,복리후생비-건강관리실 유지,복리후생비
320,PL,복리후생비-식비,복리후생비
321,PL,복리후생비-공상치료비,복리후생비
322,PL,복리후생비-선물대,복리후생비
323,PL,복리후생비-식당운영비,복리후생비
324,PL,복리후생비-회식비,복리후생비
325,PL,복리후생비-학자금,복리후생비
326,PL,복리후생비-종업원시상금,복리후생비
327,PL,복리후생비-통근버스운행비,복리후생비
328,PL,복리후생비-동호회보조비,복리후생비
329,PL,복리후생비-피복비,복리후생비
330,PL,복리후생비-업무수행비,복리후생비
331,PL,복리후생비-회의비,복리후생비
332,PL,복리후생비-보조금,복리후생비
333,PL,복리후생비-경조사금,복리후생비
334,PL,복리후생비-국민연금,복리후생비
335,PL,복리후생비-어린이집,복리후생비
336,PL,복리후생비-기숙사관리비용,복리후생비
337,PL,복리후생비-차량유지비,복리후생비
338,PL,복리후생비-야유회비,복리후생비
339,PL,복리후생비-이동전화지원요금,복리후생비
340,PL,복리후생비-노무관리비,복리후생비
341,PL,복리후생비-조직활성화비,복리후생비
342,PL,복리후생비-직무교류회,복리후생비
343,PL,여비교통비-시내교통비,기타판관비
344,PL,여비교통비-정액활동비,기타판관비
345,PL,여비교통비-국내출장-항공료,기타판관비
346,PL,여비교통비-국내출장-기타교통,기타판관비
347,PL,여비교통비-국내출장-숙박비,기타판관비
348,PL,여비교통비-국내출장-식비,기타판관비
349,PL,여비교통비-국내출장-일당,기타판관비
350,PL,여비교통비-국내출장-기타,기타판관비
351,PL,여비교통비-해외출장-항공료,기타판관비
352,PL,여비교통비-해외출장-기타교통,기타판관비
353,PL,여비교통비-해외출장-숙박비,기타판관비
354,PL,여비교통비-해외출장-식비,기타판관비
355,PL,여비교통비-해외출장-일당,기타판관비
356,PL,여비교통비-해외출장-기타,기타판관비
357,PL,여비교통비-전임및부임여비,기타판관비
358,PL,여비교통비-파견비,기타판관비
359,PL,여비교통비-기타,기타판관비
360,PL,교육훈련비-사내교육비,기타판관비
361,PL,교육훈련비-사외위탁교육비,기타판관비
362,PL,교육훈련비-해외교육비,기타판관비
363,PL,교육훈련비-해외연수비,기타판관비
364,PL,교육훈련비-사이버연수,기타판관비
365,PL,교육훈련비-채용경비,기타판관비
366,PL,교육훈련비-기술교육비,기타판관비
367,PL,교육훈련비-어학지원비,기타판관비
368,PL,교육훈련비-자격취득지원,기타판관비
369,PL,교육훈련비-강사료,기타판관비
370,PL,교육훈련비-운영비,기타판관비
371,PL,교육훈련비-교재개발,기타판관비
372,PL,교육훈련비-기타,기타판관비
373,PL,교육공고료,기타판관비
374,PL,전산비-외주인건비,기타판관비
375,PL,전산비-시설료,기타판관비
376,PL,전산비-전산소모품비,기타판관비
377,PL,전산비-전산사용료,기타판관비
378,PL,전산비-기타,기타판관비
379,PL,통신비-전용회선료,기타판관비
380,PL,통신비-유선전화료,기타판관비
381,PL,통신비-무선전화료,기타판관비
382,PL,통신비-위성사용료,기타판관비
383,PL,통신비-회선가입비,기타판관비
384,PL,통신비-통신시설유지비,기타판관비
385,PL,통신비-경보기기,기타판관비
386,PL,문서발송료-기타,기타판관비
387,PL,통신비-전용회선사용료,기타판관비
388,PL,통신비-우편료,기타판관비
389,PL,통신비-전화이용료,기타판관비
390,PL,통신비-이동통신이용료,기타판관비
391,PL,통신비-기타,기타판관비
392,PL,유틸리티비-전력,기타판관비
393,PL,유틸리티비-연료,기타판관비
394,PL,유틸리티비-가스,기타판관비
395,PL,유틸리티비-용수,기타판관비
396,PL,유틸리티비-폐수처리,기타판관비
397,PL,유틸리티비-화공약품,기타판관비
398,PL,유틸리티비-증기,기타판관비
399,PL,유틸리티비-기타,기타판관비
400,PL,유틸리티비-배부,기타판관비
401,PL,세금과공과-가입협회비,기타판관비
402,PL,세금과공과-외국납부세액,기타판관비
403,PL,세금과공과-면허세,기타판관비
404,PL,세금과공과-자동차세,기타판관비
405,PL,세금과공과-인지세,기타판관비
406,PL,세금과공과-사업소세,기타판관비
407,PL,세금과공과-환경부담금,기타판관비
408,PL,세금과공과-대기/수질기본배출부과금,기타판관비
409,PL,세금과공과-주민세,기타판관비
410,PL,세금과공과-종합부동산세,기타판관비
411,PL,세금과공과-장애인고용분담금,기타판관비
412,PL,세금과공과-재산세,기타판관비
413,PL,세금과공과-증권거래세,기타판관비
414,PL,세금과공과-교통유발분담금,기타판관비
415,PL,세금과공과-상공회의소회비,기타판관비
416,PL,세금과공과-등록세,기타판관비
417,PL,세금과공과-교육세,기타판관비
418,PL,세금과공과-지역개발세,기타판관비
419,PL,세금과공과-도로점용료,기타판관비
420,PL,세금과공과-간주임대료,기타판관비
421,PL,세금과공과-취득세,기타판관비
422,PL,세금과공과-원인자부담금,기타판관비
423,PL,세금과공과-농어촌특별세,기타판관비
424,PL,세금과공과-공동시설세,기타판관비
425,PL,세금과공과-관세,기타판관비
426,PL,세금과공과-VAT공통매입세액안분액,기타판관비
427,PL,세금과공과-기타,기타판관비
428,PL,세금과공과-농특세,기타판관비
429,PL,세금과공과-재산분주민세,기타판관비
430,PL,세금과공과-지방소득세종업원분,기타판관비
431,PL,세금과공과-균등분주민세,기타판관비
432,PL,세금과공과-종합토지세,기타판관비
433,PL,세금과공과-도시계획세,기타판관비
434,PL,세금과공과-부가가치세,기타판관비
435,PL,세금과공과-건물재산세(에버랜드Only),기타판관비
436,PL,세금과공과-기타제세,기타판관비
437,PL,세금과공과-공유수면사용료,기타판관비
438,PL,세금과공과-폐기물부담금,기타판관비
439,PL,세금과공과-도로공간점용료,기타판관비
440,PL,세금과공과-교통유발부담금,기타판관비
441,PL,세금과공과-환경개선부담금,기타판관비
442,PL,세금과공과-저작료,기타판관비
443,PL,세금과공과-벌과금등,기타판관비
444,PL,세금과공과-제공과금,기타판관비
445,PL,세금과공과-장애인미고용부담금,기타판관비
446,PL,세금과공과-방홍세(China Only),기타판관비
447,PL,세금과공과-하도관리비(China Only),기타판관비
448,PL,세금과공과-공회비(China Only),기타판관비
449,PL,세금과공과-영업세(China Only),기타판관비
450,PL,세금과공과-제분담금,기타판관비
451,PL,세금과공과-기타협회비,기타판관비
452,PL,세금과공과-제회비,기타판관비
453,PL,세금과공과-인지증지대,기타판관비
454,PL,세금과공과-전력기금,기타판관비
455,PL,세금과공과-국민연금,기타판관비
456,PL,소모품비-저장품,기타판관비
457,PL,소모품비-사무용품,기타판관비
458,PL,소모품비-원자재성소모품,기타판관비
459,PL,소모품비-포자재성소모품,기타판관비
460,PL,소모품비-인쇄비,기타판관비
461,PL,소모품비-일반소모품,기타판관비
462,PL,소모품비-전산/통신소모용품,기타판관비
463,PL,소모품비-샘플비,기타판관비
464,PL,소모품비-시험연구,기타판관비
465,PL,소모품비-기계설비/부속소모품,기타판관비
466,PL,소모품비-생산현장소모품,기타판관비
467,PL,소모품비-복지시설/탕비실 소모품,기타판관비
468,PL,소모품비-사진현상/플랜카드,기타판관비
469,PL,소모품비-어음책대,기타판관비
470,PL,소모품비-매장소모품,기타판관비
471,PL,소모품비-매장소모품-자동,기타판관비
472,PL,소모품비-기타,기타판관비
473,PL,소모품비-후생용품,기타판관비
474,PL,소모품비-비품,기타판관비
475,PL,소모품비-개발용품,기타판관비
476,PL,소모품비-환경안전,기타판관비
477,PL,소모품비-생산용품,기타판관비
478,PL,소모품비-통신용품,기타판관비
479,PL,소모품비-매장용품,기타판관비
480,PL,소모품비-경보기기,기타판관비
481,PL,생산소모품비-도장용품,기타판관비
482,PL,생산소모품비-청정용품,기타판관비
483,PL,생산소모품비-환경용품,기타판관비
484,PL,생산소모품비-안전용품,기타판관비
485,PL,생산소모품비-금형,기타판관비
486,PL,생산소모품비-제품용품,기타판관비
487,PL,생산소모품비-작업용품,기타판관비
488,PL,생산소모품비-영업용품,기타판관비
489,PL,생산소모품비-매장용품,기타판관비
490,PL,생산소모품비-사료약품(에버랜드Only),기타판관비
491,PL,생산소모품비-종묘(에버랜드Only),기타판관비
492,PL,생산소모품비-기타용품,기타판관비
493,PL,지급임차료-건물,지급임차료
494,PL,지급임차료-기계장치,지급임차료
495,PL,지급임차료-토지,지급임차료
496,PL,지급임차료-전산기기/복사기/FAX,지급임차료
497,PL,지급임차료-차량운반구,지급임차료
498,PL,지급임차료-공기구비품,지급임차료
499,PL,지급임차료-파레트,지급임차료
500,PL,지급임차료-업무용승용차,지급임차료
501,PL,지급임차료-지게차/장비 등,지급임차료
502,PL,지급임차료-사용권자산,지급임차료
503,PL,지급임차료-기타,지급임차료
504,PL,임차료-토지,지급임차료
505,PL,임차료-건물,지급임차료
506,PL,임차료-구축물,지급임차료
507,PL,임차료-기계장치,지급임차료
508,PL,임차료-차량운반구,지급임차료
509,PL,임차료-비품,지급임차료
510,PL,임차료-컴퓨터,지급임차료
511,PL,임차료-복사기,지급임차료
512,PL,임차료-전산장비,지급임차료
513,PL,임차료-소프트웨어,지급임차료
514,PL,임차료-창고,지급임차료
515,PL,임차료-가설재,지급임차료
