id,bspl,detailname,resultname
516,PL,임차료-운용리스료,지급임차료
517,PL,임차료-운용리스보험료,지급임차료
518,PL,임차료-기지국(에스원Only),지급임차료
519,PL,임차료-기타,지급임차료
520,PL,감가상각비-건물,감가상각비
521,PL,감가상각비-구축물,감가상각비
522,PL,감가상각비-기계장치,감가상각비
523,PL,감가상각비-차량운반구,감가상각비
524,PL,감가상각비-공기구비품,감가상각비
525,PL,감가상각비-영업장비,감가상각비
526,PL,감가상각비-전산비품,감가상각비
527,PL,감가상각비-시험기자재,감가상각비
528,PL,감가상각비-직장보육시설,감가상각비
529,PL,감가상각비-금융리스자산,감가상각비
530,PL,감가상각비-금형,감가상각비
531,PL,감가상각비-사용권자산,감가상각비
532,PL,감가상각비-건물부속설비,감가상각비
533,PL,감가상각비-선박,감가상각비
534,PL,감가상각비-항공기,감가상각비
535,PL,감가상각비-공구기구,감가상각비
536,PL,감가상각비-비품가구,감가상각비
537,PL,감가상각비-동물,감가상각비
538,PL,감가상각비-식물,감가상각비
539,PL,감가상각비-임차자산개량권,감가상각비
540,PL,감가상각비-전산장비,감가상각비
541,PL,감가상각비-경보기기,감가상각비
542,PL,감가상각비-경보설비,감가상각비
543,PL,감가상각비-대수선,감가상각비
544,PL,감가상각비-기타유형자산,감가상각비
545,PL,감가상각비-투자부동산-건물,감가상각비
546,PL,감가상각비-금융리스-건물,감가상각비
547,PL,감가상각비-금융리스-건물부속설비,감가상각비
548,PL,감가상각비-금융리스-구축물,감가상각비
549,PL,감가상각비-금융리스-기계장치,감가상각비
550,PL,감가상각비-금융리스-금형,감가상각비
551,PL,감가상각비-금융리스-선박,감가상각비
552,PL,감가상각비-금융리스-항공기,감가상각비
553,PL,감가상각비-금융리스-차량운반구,감가상각비
554,PL,감가상각비-금융리스-공구기구,감가상각비
555,PL,감가상각비-금융리스-비품가구,감가상각비
556,PL,감가상각비-금융리스-전산장비,감가상각비
557,PL,감가상각비-금융리스-경보기기,감가상각비
558,PL,감가상각비-금융리스-경보설비,감가상각비
559,PL,감가상각비-금융리스-기타유형자산,감가상각비
560,PL,수선유지비-건물,기타판관비
561,PL,수선유지비-건물부속설비,기타판관비
562,PL,수선유지비-구축물,기타판관비
563,PL,수선유지비-기계장치-자재비,기타판관비
564,PL,수선유지비-기계장치-인건비,기타판관비
565,PL,수선유지비-기계장치-부대비,기타판관비
566,PL,수선유지비-기계장치-기타,기타판관비
567,PL,수선유지비-중장비-연료비,기타판관비
568,PL,수선유지비-중장비-사용료,기타판관비
569,PL,수선유지비-중장비-수리비,기타판관비
570,PL,수선유지비-중장비-시운전비,기타판관비
571,PL,수선유지비-중장비-기타,기타판관비
572,PL,수선유지비-금형,기타판관비
573,PL,수선유지비-선박-연료비,기타판관비
574,PL,수선유지비-선박-수리비,기타판관비
575,PL,수선유지비-선박-기타,기타판관비
576,PL,수선유지비-항공기-연료비,기타판관비
577,PL,수선유지비-항공기-시설료,기타판관비
578,PL,수선유지비-항공기-수리비,기타판관비
579,PL,수선유지비-항공기-운항비,기타판관비
580,PL,수선유지비-항공기-기타,기타판관비
581,PL,수선유지비-차량운반구-유류대,기타판관비
582,PL,수선유지비-차량운반구-검사비,기타판관비
583,PL,수선유지비-차량운반구-수리비,기타판관비
584,PL,수선유지비-차량운반구-주차료,기타판관비
585,PL,수선유지비-차량운반구-용역료,기타판관비
586,PL,수선유지비-차량운반구-기타,기타판관비
587,PL,수선유지비-공구기구비품,기타판관비
588,PL,수선유지비-전산장비,기타판관비
589,PL,수선유지비-경보기기,기타판관비
590,PL,수선유지비-경보설비,기타판관비
591,PL,수선유지비-기타유형자산,기타판관비
592,PL,수선유지비-포장재(코닝정밀소재Only),기타판관비
593,PL,수선유지비-기타,기타판관비
594,PL,보험료-화재보험,기타판관비
595,PL,보험료-동산종합보험,기타판관비
596,PL,보험료-자동차보험,기타판관비
597,PL,보험료-중장비안전보험,기타판관비
598,PL,보험료-선박보험료,기타판관비
599,PL,보험료-리스자산,기타판관비
600,PL,보험료-보증보험,기타판관비
601,PL,보험료-채권보험,기타판관비
602,PL,보험료-운송보험,기타판관비
603,PL,보험료-수출보험,기타판관비
604,PL,보험료-조립보험,기타판관비
605,PL,보험료-건설공사보험,기타판관비
606,PL,보험료-제조물배상책임보험,기타판관비
607,PL,보험료-임원배상책임보험,기타판관비
608,PL,보험료-영업배상책임보험,기타판관비
609,PL,보험료-패키지보험,기타판관비
610,PL,보험료-개인손해배상보험,기타판관비
611,PL,보험료-법인손해배상보험,기타판관비
612,PL,보험료-공사고용보험(에버랜드Only),기타판관비
613,PL,보험료-공사산재보험(에버랜드Only),기타판관비
614,PL,보험료-차량보험,기타판관비
615,PL,보험료-상해보험,기타판관비
616,PL,보험료-단기수출선적보험,기타판관비
617,PL,보험료-동산보험,기타판관비
618,PL,보험료-기타,기타판관비
619,PL,교제비-접대비,기타판관비
620,PL,교제비-경조금,기타판관비
621,PL,교제비-기타,기타판관비
622,PL,광고선전비-신문,기타판관비
623,PL,광고선전비-잡지,기타판관비
624,PL,광고선전비-TV/라디오/인터넷,기타판관비
625,PL,광고선전비-옥외광고물,기타판관비
626,PL,광고선전비-WIDE칼라,기타판관비
627,PL,광고선전비-CF/드라마 제작,기타판관비
628,PL,광고선전비-광고물,기타판관비
629,PL,광고선전비-행사협찬/홍보-자동,기타판관비
630,PL,광고선전비-세미나비용,기타판관비
631,PL,광고선전비-인쇄비,기타판관비
632,PL,광고선전비-모델료,기타판관비
633,PL,광고선전비-행사협찬/홍보,기타판관비
634,PL,광고선전비-공장견학,기타판관비
635,PL,광고선전비-온라인,기타판관비
636,PL,광고선전비-신제품,기타판관비
637,PL,광고선전비-기타,기타판관비
638,PL,광고선전비-제상품광고-신문,기타판관비
639,PL,광고선전비-제상품광고-TV,기타판관비
640,PL,광고선전비-제상품광고-라디오,기타판관비
641,PL,광고선전비-제상품광고-인터넷,기타판관비
642,PL,광고선전비-제상품광고-옥외광고,기타판관비
643,PL,광고선전비-제상품광고-잡지,기타판관비
644,PL,광고선전비-제상품광고-기타매체,기타판관비
645,PL,광고선전비-기업광고-신문,기타판관비
646,PL,광고선전비-기업광고-TV,기타판관비
647,PL,광고선전비-기업광고-라디오,기타판관비
648,PL,광고선전비-기업광고-인터넷,기타판관비
649,PL,광고선전비-기업광고-옥외광고,기타판관비
650,PL,광고선전비-기업광고-잡지,기타판관비
651,PL,광고선전비-기업광고-기타매체,기타판관비
652,PL,광고선전비-기타광고-신문,기타판관비
653,PL,광고선전비-기타광고-TV,기타판관비
654,PL,광고선전비-기타광고-라디오,기타판관비
655,PL,광고선전비-기타광고-인터넷,기타판관비
656,PL,광고선전비-기타광고-옥외광고,기타판관비
657,PL,광고선전비-기타광고-잡지,기타판관비
658,PL,광고선전비-기타광고-기타매체,기타판관비
659,PL,광고선전비-스폰서광고,기타판관비
660,PL,광고선전비-거래선광고,기타판관비
661,PL,광고선전비-전시회,기타판관비
662,PL,홍보및협찬비-영상물제작,기타판관비
663,PL,홍보및협찬비-인쇄물제작,기타판관비
664,PL,홍보및협찬비-문화행사,기타판관비
665,PL,홍보및협찬비-기타,기타판관비
666,PL,광고선전비-기업광고,기타판관비
667,PL,광고선전비-광고고지,기타판관비
668,PL,광고선전비-판촉물제작,기타판관비
669,PL,운반비-수송-공장<->센타,기타판관비
670,PL,운반비-배송,기타판관비
671,PL,운반비-파레트,기타판관비
672,PL,운반비-기자재운반-공장<->공장,기타판관비
673,PL,운반비-계근비,기타판관비
674,PL,운반비-하운비,기타판관비
675,PL,운반비-폐기물,기타판관비
676,PL,운반비-배송-영업,기타판관비
677,PL,운반비-배송-용차비,기타판관비
678,PL,운반비-수송-센터<->센터,기타판관비
679,PL,운반비-물류_주차/통행료,기타판관비
680,PL,운반비-기타,기타판관비
681,PL,물류비-운반비-사내운반비,기타판관비
682,PL,물류비-운반비-내륙운반비,기타판관비
683,PL,물류비-운반비-해상운반비,기타판관비
684,PL,물류비-운반비-항공운반비,기타판관비
685,PL,물류비-운반비-직접배달비,기타판관비
686,PL,물류비-운반비-순회배송비,기타판관비
687,PL,물류비-운반비-교환운반비,기타판관비
688,PL,물류비-운반비-기타,기타판관비
689,PL,물류비-운송부대비-체선료,기타판관비
690,PL,물류비-운송부대비-항만시설이용료,기타판관비
691,PL,물류비-운송부대비-용역료,기타판관비
692,PL,물류비-보관료-창고비,기타판관비
693,PL,물류비-보관료-용역비,기타판관비
694,PL,물류비-보관료-기타,기타판관비
695,PL,물류비-기타,기타판관비
696,PL,차량유지비-유류비,기타판관비
697,PL,차량유지비-수리부품대,기타판관비
698,PL,차량유지비-차량검사비,기타판관비
699,PL,차량유지비-자가운전유지비,기타판관비
700,PL,차량유지비-기타,기타판관비
701,PL,도서비-사보발행,기타판관비
702,PL,도서비-일반도서구입,기타판관비
703,PL,도서비-간행물구입,기타판관비
704,PL,도서비-기타도서구입,기타판관비
705,PL,인쇄비-복사,기타판관비
706,PL,인쇄비-티켓,기타판관비
707,PL,인쇄비-기타,기타판관비
708,PL,도서인쇄비-배부,기타판관비
709,PL,신문도서비,기타판관비
710,PL,행사비-기념행사,기타판관비
711,PL,행사비-사회봉사및공헌,기타판관비
712,PL,행사비-체육대회,기타판관비
713,PL,행사비-세미나,기타판관비
714,PL,행사비-영업행사,기타판관비
715,PL,행사비-기타,기타판관비
716,PL,회의비-조직활성화,기타판관비
717,PL,회의비-책임자,기타판관비
718,PL,회의비-기타,기타판관비
719,PL,지급수수료-일반,기타판관비
720,PL,지급수수료-송금/추심,기타판관비
721,PL,지급수수료-택배,기타판관비
722,PL,지급수수료-제증명발급,기타판관비
723,PL,지급수수료-관리비,기타판관비
724,PL,지급수수료-보증,기타판관비
725,PL,지급수수료-무역관련,기타판관비
726,PL,지급수수료-전산용역료,기타판관비
727,PL,지급수수료-전산회선이용료,기타판관비
728,PL,지급수수료-전산유지보수,기타판관비
729,PL,지급수수료-일반기기유지보수,기타판관비
730,PL,지급수수료-부동산중개,기타판관비
731,PL,지급수수료-마케팅용역,기타판관비
732,PL,지급수수료-로얄티,기타판관비
733,PL,지급수수료-검사측정,기타판관비
734,PL,지급수수료-고문/자문료,기타판관비
735,PL,지급수수료-송무비용,기타판관비
736,PL,지급수수료-일반대행용역료,기타판관비
737,PL,지급수수료-반품폐기처리,기타판관비
738,PL,지급수수료-냉동/냉장/보관료,기타판관비
739,PL,지급수수료-행랑사용료,기타판관비
740,PL,지급수수료-DHL,기타판관비
741,PL,지급수수료-경비/보안시스템,기타판관비
742,PL,지급수수료-통근버스,기타판관비
743,PL,지급수수료-금융,기타판관비
744,PL,지급수수료-외부연구용역료,기타판관비
745,PL,지급수수료-협력사품질관리비,기타판관비
746,PL,지급수수료-대리운전-영업,기타판관비
747,PL,지급수수료-CO=FI기능영역조정용,기타판관비
748,PL,지급수수료-판매,기타판관비
749,PL,지급수수료-중개,기타판관비
750,PL,지급수수료-설치도급,기타판관비
751,PL,지급수수료-상품권,기타판관비
752,PL,지급수수료-카드,기타판관비
753,PL,지급수수료-운송,기타판관비
754,PL,지급수수료-영업,기타판관비
755,PL,지급수수료-유기시설(에버랜드Only),기타판관비
756,PL,지급수수료-세탁물(에버랜드Only),기타판관비
757,PL,지급수수료-관광사(에버랜드Only),기타판관비
758,PL,지급수수료-수출입수수료-환가료,기타판관비
759,PL,지급수수료-수출입수수료-NEGO,기타판관비
760,PL,지급수수료-수출입수수료-통관,기타판관비
761,PL,지급수수료-수출입수수료-부대비,기타판관비
762,PL,지급수수료-금융수수료-보증,기타판관비
763,PL,지급수수료-금융수수료-Link이자(물산Only),기타판관비
764,PL,지급수수료-금융수수료-기타,기타판관비
765,PL,지급수수료-설계비,기타판관비
766,PL,지급수수료-컨설팅비,기타판관비
767,PL,지급수수료-검사용역,기타판관비
768,PL,지급수수료-공사및도급용역,기타판관비
769,PL,지급수수료-환경안전,기타판관비
770,PL,지급수수료-입찰수주,기타판관비
771,PL,지급수수료-담보설정비,기타판관비
772,PL,지급수수료-소송비용,기타판관비
773,PL,지급수수료-감정,기타판관비
774,PL,지급수수료-특허,기타판관비
775,PL,지급수수료-증명,기타판관비
776,PL,지급수수료-법률용역자문,기타판관비
777,PL,지급수수료-회계감사등,기타판관비
778,PL,지급수수료-방송외주제작,기타판관비
779,PL,지급수수료-Recruting,기타판관비
780,PL,지급수수료-경비용역비,기타판관비
781,PL,지급수수료-보안관리,기타판관비
782,PL,지급수수료-소각로용역,기타판관비
783,PL,지급수수료-청소용역,기타판관비
784,PL,지급수수료-복사기용역,기타판관비
785,PL,지급수수료-판매용역,기타판관비
786,PL,지급수수료-식당용역,기타판관비
787,PL,지급수수료-건물및공단관리,기타판관비
788,PL,지급수수료-정원관리,기타판관비
789,PL,지급수수료-개발용역,기타판관비
790,PL,지급수수료-사무용역,기타판관비
791,PL,지급수수료-기타,기타판관비
792,PL,기술사용료-정액기술료,기타판관비
793,PL,기술사용료-정율기술료,기타판관비
794,PL,기술사용료-정액특허료,기타판관비
795,PL,기술사용료-정율특허료,기타판관비
796,PL,기술사용료-상표사용료,기타판관비
797,PL,기술사용료-위탁용역비,기타판관비
798,PL,기술사용료-기술도입비,기타판관비
799,PL,기술사용료-기술자문비,기타판관비
800,PL,기술사용료-고문체제비,기타판관비
801,PL,기술사용료-국제공동사업권상각,기타판관비
802,PL,기술사용료-기타,기타판관비
803,PL,대손상각비-매출채권,대손상각비
804,PL,대손상각비-장기매출채권,대손상각비
805,PL,대손상각비-기타,대손상각비
806,PL,대손상각비-수출외상매출금,대손상각비
807,PL,대손상각비-받을어음,대손상각비
808,PL,무형자산상각비-영업권,무형자산상각비
809,PL,무형자산상각비-산업재산권,무형자산상각비
810,PL,무형자산상각비-광업권,무형자산상각비
811,PL,무형자산상각비-개발비,무형자산상각비
812,PL,무형자산상각비-시설이용권,무형자산상각비
813,PL,무형자산상각비-소프트웨어,무형자산상각비
814,PL,무형자산상각비-회원권,무형자산상각비
815,PL,무형자산상각비-기타무형자산,무형자산상각비
816,PL,임가공비-가공,기타판관비
817,PL,임가공비-조립,기타판관비
818,PL,임가공비-설치공사,기타판관비
819,PL,임가공비-도장,기타판관비
820,PL,임가공비-기타,기타판관비
821,PL,서비스비-자재비,기타판관비
822,PL,서비스비-대행료,기타판관비
823,PL,서비스비-순회비용,기타판관비
824,PL,서비스비-무상제공,기타판관비
825,PL,서비스비-기타,기타판관비
826,PL,견본비-전시,기타판관비
827,PL,견본비-샘플제공,기타판관비
828,PL,견본비-무상제공,기타판관비
829,PL,견본비-규격취득,기타판관비
830,PL,견본비-견본검사,기타판관비
831,PL,견본비-기타,기타판관비
832,PL,판매수수료-판매수수료,기타판관비
833,PL,판매촉진비-제품 판촉물-자동,기타판관비
834,PL,판매촉진비-상품 판촉물-자동,기타판관비
835,PL,판매촉진비-외부 판촉물-자동,기타판관비
836,PL,판매촉진비-제/상품-경품-자동,기타판관비
837,PL,판매촉진비-외부-경품-자동,기타판관비
838,PL,판매촉진비-소모품,기타판관비
839,PL,판매촉진비-광고 인쇄물,기타판관비
840,PL,판매촉진비-시식/시음대-자동,기타판관비
841,PL,판매촉진비-적립포인트,기타판관비
842,PL,판매촉진비-할인쿠폰,기타판관비
843,PL,판매촉진비-판촉장비,기타판관비
844,PL,판매촉진비-시식/시음대,기타판관비
845,PL,판매촉진비-외부 판촉물,기타판관비
846,PL,판매촉진비-외부-경품,기타판관비
847,PL,판매촉진비-임직원판촉-자동,기타판관비
848,PL,판매촉진비-시식/시음대_3만원이하,기타판관비
849,PL,판매촉진비-시식/시음대_3만원초과,기타판관비
850,PL,판매촉진비-기타,기타판관비
851,PL,판매촉진비-세미나및전시회,기타판관비
852,PL,판매촉진비-판촉행사비,기타판관비
853,PL,판매촉진비-스폰서광고,기타판관비
854,PL,판매촉진비-판촉사은품,기타판관비
855,PL,판매촉진비-카달로그제작,기타판관비
856,PL,판매촉진비-Free Gift,기타판관비
857,PL,판매촉진비-외부영업인력수수료,기타판관비
858,PL,판매장려금,기타판관비
859,PL,검사비-재료및시약,기타판관비
860,PL,검사비-규칙준수및인증,기타판관비
861,PL,검사비-선급검사비(중공업Only),기타판관비
862,PL,검사비-기타,기타판관비
863,PL,시운전비,기타판관비
864,PL,조사비-시장조사,기타판관비
865,PL,조사비-자료조사,기타판관비
866,PL,조사비-품질조사,기타판관비
867,PL,조사비-규격인증,기타판관비
868,PL,조사비-연구위탁자문,기타판관비
869,PL,조사비-취재및출연료,기타판관비
870,PL,조사비-기타,기타판관비
871,PL,포장비-제품포장비,기타판관비
872,PL,포장비-포장재비(코닝정밀소재Only),기타판관비
873,PL,포장비-기타,기타판관비
874,PL,용역비-생산공정,기타판관비
875,PL,용역비-식당용역,기타판관비
876,PL,용역비-경비보안,기타판관비
877,PL,용역비-상하차,기타판관비
878,PL,용역비-포장용역,기타판관비
879,PL,용역비-청소/생산CIP용역,기타판관비
880,PL,용역비-생산제품및자재이적,기타판관비
881,PL,용역비-수선,기타판관비
882,PL,용역비-선물셋트/기획제품해체,기타판관비
883,PL,용역비-영업아웃소싱,기타판관비
884,PL,용역비-기타,기타판관비
885,PL,외주비,기타판관비
886,PL,외주비-공사,기타판관비
887,PL,외주비-용역,기타판관비
888,PL,외주비-선물환,기타판관비
889,PL,외주용역비,기타판관비
890,PL,제품보증충당부채전입,충당부채전입액
891,PL,공사손실충당부채전입,충당부채전입액
892,PL,하자보수충당부채전입,충당부채전입액
893,PL,복구충당부채전입,충당부채전입액
894,PL,우발손실충당부채전입,충당부채전입액
895,PL,경상개발비-주식보상비용,경상개발비
896,PL,경상개발비-특허료,경상개발비
897,PL,경상개발비-도서구입비,경상개발비
898,PL,경상개발비-시험연구비,경상개발비
899,PL,경상개발비-국내출장비,경상개발비
900,PL,경상개발비-해외출장비,경상개발비
901,PL,경상개발비-협회비,경상개발비
902,PL,경상개발비-식비,경상개발비
903,PL,경상개발비-운반비,경상개발비
904,PL,경상개발비-교육훈련비,경상개발비
905,PL,경상개발비-소모품비,경상개발비
906,PL,경상개발비-지급수수료,경상개발비
907,PL,경상개발비-직무교육(사내교육),경상개발비
908,PL,경상개발비-직무교육(사외위탁교육),경상개발비
909,PL,경상개발비-직무교육(교육참가일당),경상개발비
910,PL,경상개발비-계층교육(사내교육),경상개발비
911,PL,경상개발비-계층교육(사외위탁교육),경상개발비
912,PL,경상개발비-계층교육(교육참가일당),경상개발비
913,PL,경상개발비-조직활성화교육(사내교육),경상개발비
914,PL,경상개발비-조직활성화교육(사외위탁교육),경상개발비
915,PL,경상개발비-조직활성화교육(교육참가일당),경상개발비
916,PL,경상개발비-자기개발교육(사내교육),경상개발비
917,PL,경상개발비-자기개발교육(사외위탁교육),경상개발비
918,PL,경상개발비-자기개발교육(교육참가일당),경상개발비
919,PL,경상개발비-온라인교육,경상개발비
920,PL,경상개발비-제조통신비,경상개발비
921,PL,경상개발비-제조운반비,경상개발비
922,PL,경상개발비-제조잡비,경상개발비
923,PL,경상개발비-제조지급수수료(일반),경상개발비
924,PL,경상개발비-통신비,경상개발비
925,PL,경상개발비-경조사비,경상개발비
926,PL,경상개발비-업무수행비,경상개발비
927,PL,경상개발비-재료비,경상개발비
928,PL,경상개발비-노무비,경상개발비
929,PL,경상개발비-환차익,경상개발비
930,PL,경상개발비-조직활성화비,경상개발비
931,PL,경상개발비-국책과제,경상개발비
932,PL,수출제비용-내륙운송비,기타판관비
933,PL,수출제비용-해상운송비,기타판관비
934,PL,수출제비용-항공운송비,기타판관비
935,PL,수출제비용-수출보험료,기타판관비
936,PL,수출제비용-통관수수료,기타판관비
937,PL,수출제비용-해상보험료,기타판관비
938,PL,수출제비용-Less Charge외,기타판관비
939,PL,수출제비용-기타/THC/취급수수료/DOC.FEE,기타판관비
940,PL,수출제비용-수출커미션,기타판관비
941,PL,수출입제비용-해외커미션,기타판관비
942,PL,수출입제비용-수출매출채권정산비,기타판관비
943,PL,수출입제비용-매입수수료,기타판관비
944,PL,수출입제비용-기타수출입제비용,기타판관비
945,PL,수출비용,기타판관비
946,PL,기타수익,기타영업외손익
947,PL,배당금수익,기타영업외손익
948,PL,위탁관리수수료수익,기타영업외손익
949,PL,임대료수익,기타영업외손익
950,PL,매도가능금융자산처분이익,기타영업외손익
951,PL,매도가능금융자산손상차손환입,투자주식손상차손
952,PL,종속관계기업투자주식처분이익,기타영업외손익
953,PL,재고자산처분이익,기타영업외손익
954,PL,사용권자산중도상환이익,기타영업외손익
955,PL,보상비용,기타영업외손익
956,PL,수입수수료,기타영업외손익
957,PL,로열티수익,기타영업외손익
958,PL,상품권기간경과이익,기타영업외손익
959,PL,잡이익,기타영업외손익
960,PL,기타비용,기타영업외손익
961,PL,매출채권처분손실,기타영업외손익
962,PL,재고자산처분손실,기타영업외손익
963,PL,재고자산폐기손실,기타영업외손익
964,PL,재고자산감모손실,기타영업외손익
965,PL,종속관계기업투자주식처분손실,기타영업외손익
966,PL,당기손익공정가치측정금융자산처분이익,기타영업외손익
967,PL,당기손익공정가치금융자산처분손실,기타영업외손익
968,PL,기타자산처분손실,기타영업외손익
969,PL,투자부동산처분손실,기타영업외손익
970,PL,투자부동산폐기손실,기타영업외손익
971,PL,유형자산처분손실,기타영업외손익
972,PL,유형자산폐기손실,기타영업외손익
973,PL,유형자산제각손실,기타영업외손익
974,PL,유형자산평가손실,기타영업외손익
975,PL,무형자산처분손실,기타영업외손익
976,PL,투자부동산상각비,기타영업외손익
977,PL,운휴자산상각비,기타영업외손익
978,PL,투자부동산유지관리비,기타영업외손익
979,PL,사회기여금,기타영업외손익
980,PL,기부금,기타영업외손익
981,PL,기타의지급수수료,기타영업외손익
982,PL,기술용역비,기타영업외손익
983,PL,위탁관리수수료,기타영업외손익
984,PL,로열티비용,기타영업외손익
985,PL,잡손실,기타영업외손익
986,PL,재해손실,기타영업외손익
987,PL,파생상품거래이익,기타영업외손익
988,PL,당기손익-공정가치평가금융상품처분이익,기타영업외손익
989,PL,당기손익-공정가치평가금융상품처분손실,기타영업외손익
990,PL,매각예정순자산처분이익,기타영업외손익
991,PL,매각예정자산손상차손환입,기타영업외손익
992,PL,생물자산처분이익,기타영업외손익
993,PL,생물자산평가이익,기타영업외손익
994,PL,생물자산손상차손환입,기타영업외손익
995,PL,유형자산손상차손환입,기타영업외손익
996,PL,부의영업권환입 ,기타영업외손익
997,PL,국고보조금이익,기타영업외손익
998,PL,국고보조금상환이익,기타영업외손익
999,PL,대손충당금환입-매출채권,기타영업외손익
1000,PL,대손충당금환입-장기매출채권,기타영업외손익
1001,PL,대손충당금환입-단기대여금,기타영업외손익
1002,PL,대손충당금환입-장기대여금,기타영업외손익
1003,PL,대손충당금환입-미수금,기타영업외손익
1004,PL,대손충당금환입-장기미수금,기타영업외손익
1005,PL,대손충당금환입-선급비용,기타영업외손익
1006,PL,대손충당금환입-선급금,기타영업외손익
