detailname,bspl,resultname,middlecategory,largecategory
임차료-기계장치,PL,지급임차료,손익,손익
임차료-차량운반구,PL,지급임차료,손익,손익
임차료-비품,PL,지급임차료,손익,손익
임차료-컴퓨터,PL,지급임차료,손익,손익
임차료-복사기,PL,지급임차료,손익,손익
임차료-전산장비,PL,지급임차료,손익,손익
임차료-소프트웨어,PL,지급임차료,손익,손익
임차료-창고,PL,지급임차료,손익,손익
임차료-가설재,PL,지급임차료,손익,손익
임차료-운용리스료,PL,지급임차료,손익,손익
임차료-운용리스보험료,PL,지급임차료,손익,손익
임차료-기지국(에스원Only),PL,지급임차료,손익,손익
임차료-기타,PL,지급임차료,손익,손익
감가상각비,PL,감가상각비,손익류,손익
감가상각비-건물,PL,감가상각비,손익류,손익
감가상각비-구축물,PL,감가상각비,손익류,손익
감가상각비-기계장치,PL,감가상각비,손익류,손익
감가상각비-차량운반구,PL,감가상각비,손익류,손익
감가상각비-공기구비품,PL,감가상각비,손익류,손익
감가상각비-영업장비,PL,감가상각비,손익류,손익
감가상각비-전산비품,PL,감가상각비,손익류,손익
감가상각비-시험기자재,PL,감가상각비,손익류,손익
감가상각비-직장보육시설,PL,감가상각비,손익류,손익
감가상각비-금융리스자산,PL,감가상각비,손익류,손익
감가상각비-금형,PL,감가상각비,손익류,손익
감가상각비-사용권자산,PL,감가상각비,손익류,손익
감가상각비-건물부속설비,PL,감가상각비,손익류,손익
감가상각비-선박,PL,감가상각비,손익류,손익
감가상각비-항공기,PL,감가상각비,손익류,손익
감가상각비-공구기구,PL,감가상각비,손익류,손익
감가상각비-비품가구,PL,감가상각비,손익류,손익
감가상각비-동물,PL,감가상각비,손익류,손익
감가상각비-식물,PL,감가상각비,손익류,손익
감가상각비-임차자산개량권,PL,감가상각비,손익류,손익
감가상각비-전산장비,PL,감가상각비,손익류,손익
감가상각비-경보기기,PL,감가상각비,손익류,손익
감가상각비-경보설비,PL,감가상각비,손익류,손익
감가상각비-대수선,PL,감가상각비,손익류,손익
감가상각비-기타유형자산,PL,감가상각비,손익류,손익
감가상각비-투자부동산-건물,PL,감가상각비,손익류,손익
감가상각비-금융리스-건물,PL,감가상각비,손익류,손익
감가상각비-금융리스-건물부속설비,PL,감가상각비,손익류,손익
감가상각비-금융리스-구축물,PL,감가상각비,손익류,손익
감가상각비-금융리스-기계장치,PL,감가상각비,손익류,손익
감가상각비-금융리스-금형,PL,감가상각비,손익류,손익
감가상각비-금융리스-선박,PL,감가상각비,손익류,손익
감가상각비-금융리스-항공기,PL,감가상각비,손익류,손익
감가상각비-금융리스-차량운반구,PL,감가상각비,손익류,손익
감가상각비-금융리스-공구기구,PL,감가상각비,손익류,손익
감가상각비-금융리스-비품가구,PL,감가상각비,손익류,손익
감가상각비-금융리스-전산장비,PL,감가상각비,손익류,손익
감가상각비-금융리스-경보기기,PL,감가상각비,손익류,손익
감가상각비-금융리스-경보설비,PL,감가상각비,손익류,손익
감가상각비-금융리스-기타유형자산,PL,감가상각비,손익류,손익
수선유지비-건물,PL,판관비,손익,손익
수선유지비-건물부속설비,PL,판관비,손익,손익
수선유지비-구축물,PL,판관비,손익,손익
수선유지비-기계장치-자재비,PL,판관비,손익,손익
수선유지비-기계장치-인건비,PL,판관비,손익,손익
수선유지비-기계장치-부대비,PL,판관비,손익,손익
수선유지비-기계장치-기타,PL,판관비,손익,손익
수선유지비-중장비-연료비,PL,판관비,손익,손익
수선유지비-중장비-사용료,PL,판관비,손익,손익
수선유지비-중장비-수리비,PL,판관비,손익,손익
수선유지비-중장비-시운전비,PL,판관비,손익,손익
수선유지비-중장비-기타,PL,판관비,손익,손익
수선유지비-금형,PL,판관비,손익,손익
수선유지비-선박-연료비,PL,판관비,손익,손익
수선유지비-선박-수리비,PL,판관비,손익,손익
수선유지비-선박-기타,PL,판관비,손익,손익
수선유지비-항공기-연료비,PL,판관비,손익,손익
수선유지비-항공기-시설료,PL,판관비,손익,손익
수선유지비-항공기-수리비,PL,판관비,손익,손익
수선유지비-항공기-운항비,PL,판관비,손익,손익
수선유지비-항공기-기타,PL,판관비,손익,손익
수선유지비-차량운반구-유류대,PL,판관비,손익,손익
수선유지비-차량운반구-검사비,PL,판관비,손익,손익
수선유지비-차량운반구-수리비,PL,판관비,손익,손익
수선유지비-차량운반구-주차료,PL,판관비,손익,손익
수선유지비-차량운반구-용역료,PL,판관비,손익,손익
수선유지비-차량운반구-기타,PL,판관비,손익,손익
수선유지비-공구기구비품,PL,판관비,손익,손익
수선유지비-전산장비,PL,판관비,손익,손익
수선유지비-경보기기,PL,판관비,손익,손익
수선유지비-경보설비,PL,판관비,손익,손익
수선유지비-기타유형자산,PL,판관비,손익,손익
수선유지비-포장재(코닝정밀소재Only),PL,판관비,손익,손익
수선유지비-기타,PL,판관비,손익,손익
보험료-화재보험,PL,판관비,손익,손익
보험료-동산종합보험,PL,판관비,손익,손익
보험료-자동차보험,PL,판관비,손익,손익
보험료-중장비안전보험,PL,판관비,손익,손익
보험료-선박보험료,PL,판관비,손익,손익
보험료-리스자산,PL,판관비,손익,손익
보험료-보증보험,PL,판관비,손익,손익
보험료-채권보험,PL,판관비,손익,손익
보험료-운송보험,PL,판관비,손익,손익
보험료-수출보험,PL,판관비,손익,손익
보험료-조립보험,PL,판관비,손익,손익
보험료-건설공사보험,PL,판관비,손익,손익
보험료-제조물배상책임보험,PL,판관비,손익,손익
보험료-임원배상책임보험,PL,판관비,손익,손익
보험료-영업배상책임보험,PL,판관비,손익,손익
보험료-패키지보험,PL,판관비,손익,손익
보험료-개인손해배상보험,PL,판관비,손익,손익
보험료-법인손해배상보험,PL,판관비,손익,손익
보험료-공사고용보험(에버랜드Only),PL,판관비,손익,손익
보험료-공사산재보험(에버랜드Only),PL,판관비,손익,손익
보험료-차량보험,PL,판관비,손익,손익
보험료-상해보험,PL,판관비,손익,손익
보험료-단기수출선적보험,PL,판관비,손익,손익
보험료-동산보험,PL,판관비,손익,손익
보험료-기타,PL,판관비,손익,손익
교제비-접대비,PL,판관비,손익,손익
교제비-경조금,PL,판관비,손익,손익
교제비-기타,PL,판관비,손익,손익
광고선전비-신문,PL,판관비,손익,손익
광고선전비-잡지,PL,판관비,손익,손익
광고선전비-TV/라디오/인터넷,PL,판관비,손익,손익
광고선전비-옥외광고물,PL,판관비,손익,손익
광고선전비-WIDE칼라,PL,판관비,손익,손익
광고선전비-CF/드라마 제작,PL,판관비,손익,손익
광고선전비-광고물,PL,판관비,손익,손익
광고선전비-행사협찬/홍보-자동,PL,판관비,손익,손익
광고선전비-세미나비용,PL,판관비,손익,손익
광고선전비-인쇄비,PL,판관비,손익,손익
광고선전비-모델료,PL,판관비,손익,손익
광고선전비-행사협찬/홍보,PL,판관비,손익,손익
광고선전비-공장견학,PL,판관비,손익,손익
광고선전비-온라인,PL,판관비,손익,손익
광고선전비-신제품,PL,판관비,손익,손익
광고선전비-기타,PL,판관비,손익,손익
광고선전비-제상품광고-신문,PL,판관비,손익,손익
광고선전비-제상품광고-TV,PL,판관비,손익,손익
광고선전비-제상품광고-라디오,PL,판관비,손익,손익
광고선전비-제상품광고-인터넷,PL,판관비,손익,손익
광고선전비-제상품광고-옥외광고,PL,판관비,손익,손익
광고선전비-제상품광고-잡지,PL,판관비,손익,손익
광고선전비-제상품광고-기타매체,PL,판관비,손익,손익
광고선전비-기업광고-신문,PL,판관비,손익,손익
광고선전비-기업광고-TV,PL,판관비,손익,손익
광고선전비-기업광고-라디오,PL,판관비,손익,손익
광고선전비-기업광고-인터넷,PL,판관비,손익,손익
광고선전비-기업광고-옥외광고,PL,판관비,손익,손익
광고선전비-기업광고-잡지,PL,판관비,손익,손익
광고선전비-기업광고-기타매체,PL,판관비,손익,손익
광고선전비-기타광고-신문,PL,판관비,손익,손익
광고선전비-기타광고-TV,PL,판관비,손익,손익
광고선전비-기타광고-라디오,PL,판관비,손익,손익
광고선전비-기타광고-인터넷,PL,판관비,손익,손익
광고선전비-기타광고-옥외광고,PL,판관비,손익,손익
광고선전비-기타광고-잡지,PL,판관비,손익,손익
광고선전비-기타광고-기타매체,PL,판관비,손익,손익
광고선전비-스폰서광고,PL,판관비,손익,손익
광고선전비-거래선광고,PL,판관비,손익,손익
광고선전비-전시회,PL,판관비,손익,손익
홍보및협찬비-영상물제작,PL,판관비,손익,손익
홍보및협찬비-인쇄물제작,PL,판관비,손익,손익
홍보및협찬비-문화행사,PL,판관비,손익,손익
홍보및협찬비-기타,PL,판관비,손익,손익
광고선전비-기업광고,PL,판관비,손익,손익
광고선전비-광고고지,PL,판관비,손익,손익
광고선전비-판촉물제작,PL,판관비,손익,손익
운반비-수송-공장<->센타,PL,판관비,손익,손익
운반비-배송,PL,판관비,손익,손익
운반비-파레트,PL,판관비,손익,손익
운반비-기자재운반-공장<->공장,PL,판관비,손익,손익
운반비-계근비,PL,판관비,손익,손익
운반비-하운비,PL,판관비,손익,손익
운반비-폐기물,PL,판관비,손익,손익
운반비-배송-영업,PL,판관비,손익,손익
운반비-배송-용차비,PL,판관비,손익,손익
운반비-수송-센터<->센터,PL,판관비,손익,손익
운반비-물류_주차/통행료,PL,판관비,손익,손익
운반비-기타,PL,판관비,손익,손익
물류비-운반비-사내운반비,PL,판관비,손익,손익
물류비-운반비-내륙운반비,PL,판관비,손익,손익
물류비-운반비-해상운반비,PL,판관비,손익,손익
물류비-운반비-항공운반비,PL,판관비,손익,손익
물류비-운반비-직접배달비,PL,판관비,손익,손익
물류비-운반비-순회배송비,PL,판관비,손익,손익
물류비-운반비-교환운반비,PL,판관비,손익,손익
물류비-운반비-기타,PL,판관비,손익,손익
물류비-운송부대비-체선료,PL,판관비,손익,손익
물류비-운송부대비-항만시설이용료,PL,판관비,손익,손익
물류비-운송부대비-용역료,PL,판관비,손익,손익
물류비-보관료-창고비,PL,판관비,손익,손익
물류비-보관료-용역비,PL,판관비,손익,손익
물류비-보관료-기타,PL,판관비,손익,손익
물류비-기타,PL,판관비,손익,손익
차량유지비-유류비,PL,판관비,손익,손익
차량유지비-수리부품대,PL,판관비,손익,손익
차량유지비-차량검사비,PL,판관비,손익,손익
차량유지비-자가운전유지비,PL,판관비,손익,손익
차량유지비-기타,PL,판관비,손익,손익
도서비-사보발행,PL,판관비,손익,손익
도서비-일반도서구입,PL,판관비,손익,손익
도서비-간행물구입,PL,판관비,손익,손익
도서비-기타도서구입,PL,판관비,손익,손익
인쇄비-복사,PL,판관비,손익,손익
인쇄비-티켓,PL,판관비,손익,손익
인쇄비-기타,PL,판관비,손익,손익
도서인쇄비-배부,PL,판관비,손익,손익
신문도서비,PL,판관비,손익,손익
행사비-기념행사,PL,판관비,손익,손익
행사비-사회봉사및공헌,PL,판관비,손익,손익
행사비-체육대회,PL,판관비,손익,손익
행사비-세미나,PL,판관비,손익,손익
행사비-영업행사,PL,판관비,손익,손익
행사비-기타,PL,판관비,손익,손익
회의비-조직활성화,PL,판관비,손익,손익
회의비-책임자,PL,판관비,손익,손익
회의비-기타,PL,판관비,손익,손익
지급수수료-일반,PL,판관비,손익,손익
지급수수료-송금/추심,PL,판관비,손익,손익
지급수수료-택배,PL,판관비,손익,손익
지급수수료-제증명발급,PL,판관비,손익,손익
지급수수료-관리비,PL,판관비,손익,손익
지급수수료-보증,PL,판관비,손익,손익
지급수수료-무역관련,PL,판관비,손익,손익
지급수수료-전산용역료,PL,판관비,손익,손익
지급수수료-전산회선이용료,PL,판관비,손익,손익
지급수수료-전산유지보수,PL,판관비,손익,손익
지급수수료-일반기기유지보수,PL,판관비,손익,손익
지급수수료-부동산중개,PL,판관비,손익,손익
지급수수료-마케팅용역,PL,판관비,손익,손익
지급수수료-로얄티,PL,판관비,손익,손익
지급수수료-검사측정,PL,판관비,손익,손익
지급수수료-고문/자문료,PL,판관비,손익,손익
지급수수료-송무비용,PL,판관비,손익,손익
지급수수료-일반대행용역료,PL,판관비,손익,손익
지급수수료-반품폐기처리,PL,판관비,손익,손익
지급수수료-냉동/냉장/보관료,PL,판관비,손익,손익
지급수수료-행랑사용료,PL,판관비,손익,손익
지급수수료-DHL,PL,판관비,손익,손익
지급수수료-경비/보안시스템,PL,판관비,손익,손익
지급수수료-통근버스,PL,판관비,손익,손익
지급수수료-금융,PL,판관비,손익,손익
지급수수료-외부연구용역료,PL,판관비,손익,손익
지급수수료-협력사품질관리비,PL,판관비,손익,손익
지급수수료-대리운전-영업,PL,판관비,손익,손익
지급수수료-CO=FI기능영역조정용,PL,판관비,손익,손익
지급수수료-판매,PL,판관비,손익,손익
지급수수료-중개,PL,판관비,손익,손익
지급수수료-설치도급,PL,판관비,손익,손익
지급수수료-상품권,PL,판관비,손익,손익
지급수수료-카드,PL,판관비,손익,손익
지급수수료-운송,PL,판관비,손익,손익
지급수수료-영업,PL,판관비,손익,손익
지급수수료-유기시설(에버랜드Only),PL,판관비,손익,손익
지급수수료-세탁물(에버랜드Only),PL,판관비,손익,손익
지급수수료-관광사(에버랜드Only),PL,판관비,손익,손익
지급수수료-수출입수수료-환가료,PL,판관비,손익,손익
지급수수료-수출입수수료-NEGO,PL,판관비,손익,손익
지급수수료-수출입수수료-통관,PL,판관비,손익,손익
지급수수료-수출입수수료-부대비,PL,판관비,손익,손익
지급수수료-금융수수료-보증,PL,판관비,손익,손익
지급수수료-금융수수료-Link이자(물산Only),PL,판관비,손익,손익
지급수수료-금융수수료-기타,PL,판관비,손익,손익
지급수수료-설계비,PL,판관비,손익,손익
지급수수료-컨설팅비,PL,판관비,손익,손익
지급수수료-검사용역,PL,판관비,손익,손익
지급수수료-공사및도급용역,PL,판관비,손익,손익
지급수수료-환경안전,PL,판관비,손익,손익
지급수수료-입찰수주,PL,판관비,손익,손익
지급수수료-담보설정비,PL,판관비,손익,손익
지급수수료-소송비용,PL,판관비,손익,손익
지급수수료-감정,PL,판관비,손익,손익
지급수수료-특허,PL,판관비,손익,손익
지급수수료-증명,PL,판관비,손익,손익
지급수수료-법률용역자문,PL,판관비,손익,손익
지급수수료-회계감사등,PL,판관비,손익,손익
지급수수료-방송외주제작,PL,판관비,손익,손익
지급수수료-Recruting,PL,판관비,손익,손익
지급수수료-경비용역비,PL,판관비,손익,손익
지급수수료-보안관리,PL,판관비,손익,손익
지급수수료-소각로용역,PL,판관비,손익,손익
지급수수료-청소용역,PL,판관비,손익,손익
지급수수료-복사기용역,PL,판관비,손익,손익
지급수수료-판매용역,PL,판관비,손익,손익
지급수수료-식당용역,PL,판관비,손익,손익
지급수수료-건물및공단관리,PL,판관비,손익,손익
지급수수료-정원관리,PL,판관비,손익,손익
지급수수료-개발용역,PL,판관비,손익,손익
지급수수료-사무용역,PL,판관비,손익,손익
지급수수료-기타,PL,판관비,손익,손익
기술사용료-정액기술료,PL,판관비,손익,손익
기술사용료-정율기술료,PL,판관비,손익,손익
기술사용료-정액특허료,PL,판관비,손익,손익
기술사용료-정율특허료,PL,판관비,손익,손익
기술사용료-상표사용료,PL,판관비,손익,손익
기술사용료-위탁용역비,PL,판관비,손익,손익
기술사용료-기술도입비,PL,판관비,손익,손익
기술사용료-기술자문비,PL,판관비,손익,손익
기술사용료-고문체제비,PL,판관비,손익,손익
기술사용료-국제공동사업권상각,PL,판관비,손익,손익
기술사용료-기타,PL,판관비,손익,손익
대손상각비-매출채권,PL,대손상각비,손익류,손익
대손상각비-장기매출채권,PL,대손상각비,손익류,손익
대손상각비-기타,PL,대손상각비,손익류,손익
대손상각비-수출외상매출금,PL,대손상각비,손익류,손익
대손상각비-받을어음,PL,대손상각비,손익류,손익
대손상각비,PL,대손상각비,손익류,손익
무형자산상각비,PL,무형자산상각비,손익류,손익
무형자산상각비-영업권,PL,무형자산상각비,손익류,손익
무형자산상각비-산업재산권,PL,무형자산상각비,손익류,손익
무형자산상각비-광업권,PL,무형자산상각비,손익류,손익
무형자산상각비-개발비,PL,무형자산상각비,손익류,손익
무형자산상각비-시설이용권,PL,무형자산상각비,손익류,손익
무형자산상각비-소프트웨어,PL,무형자산상각비,손익류,손익
무형자산상각비-회원권,PL,무형자산상각비,손익류,손익
무형자산상각비-기타무형자산,PL,무형자산상각비,손익류,손익
임가공비-가공,PL,판관비,손익,손익
임가공비-조립,PL,판관비,손익,손익
임가공비-설치공사,PL,판관비,손익,손익
임가공비-도장,PL,판관비,손익,손익
임가공비-기타,PL,판관비,손익,손익
서비스비-자재비,PL,판관비,손익,손익
서비스비-대행료,PL,판관비,손익,손익
서비스비-순회비용,PL,판관비,손익,손익
서비스비-무상제공,PL,판관비,손익,손익
서비스비-기타,PL,판관비,손익,손익
견본비-전시,PL,판관비,손익,손익
견본비-샘플제공,PL,판관비,손익,손익
견본비-무상제공,PL,판관비,손익,손익
견본비-규격취득,PL,판관비,손익,손익
견본비-견본검사,PL,판관비,손익,손익
견본비-기타,PL,판관비,손익,손익
판매수수료-판매수수료,PL,판관비,손익,손익
판매촉진비-제품 판촉물-자동,PL,판관비,손익,손익
판매촉진비-상품 판촉물-자동,PL,판관비,손익,손익
판매촉진비-외부 판촉물-자동,PL,판관비,손익,손익
판매촉진비-제/상품-경품-자동,PL,판관비,손익,손익
판매촉진비-외부-경품-자동,PL,판관비,손익,손익
판매촉진비-소모품,PL,판관비,손익,손익
판매촉진비-광고 인쇄물,PL,판관비,손익,손익
판매촉진비-시식/시음대-자동,PL,판관비,손익,손익
판매촉진비-적립포인트,PL,판관비,손익,손익
판매촉진비-할인쿠폰,PL,판관비,손익,손익
판매촉진비-판촉장비,PL,판관비,손익,손익
판매촉진비-시식/시음대,PL,판관비,손익,손익
판매촉진비-외부 판촉물,PL,판관비,손익,손익
판매촉진비-외부-경품,PL,판관비,손익,손익
판매촉진비-임직원판촉-자동,PL,판관비,손익,손익
판매촉진비-시식/시음대_3만원이하,PL,판관비,손익,손익
판매촉진비-시식/시음대_3만원초과,PL,판관비,손익,손익
판매촉진비-기타,PL,판관비,손익,손익
판매촉진비-세미나및전시회,PL,판관비,손익,손익
판매촉진비-판촉행사비,PL,판관비,손익,손익
판매촉진비-스폰서광고,PL,판관비,손익,손익
판매촉진비-판촉사은품,PL,판관비,손익,손익
판매촉진비-카달로그제작,PL,판관비,손익,손익
판매촉진비-Free Gift,PL,판관비,손익,손익
판매촉진비-외부영업인력수수료,PL,판관비,손익,손익
판매장려금,PL,판관비,손익,손익
검사비-재료및시약,PL,판관비,손익,손익
검사비-규칙준수및인증,PL,판관비,손익,손익
검사비-선급검사비(중공업Only),PL,판관비,손익,손익
검사비-기타,PL,판관비,손익,손익
시운전비,PL,판관비,손익,손익
조사비-시장조사,PL,판관비,손익,손익
조사비-자료조사,PL,판관비,손익,손익
조사비-품질조사,PL,판관비,손익,손익
조사비-규격인증,PL,판관비,손익,손익
조사비-연구위탁자문,PL,판관비,손익,손익
조사비-취재및출연료,PL,판관비,손익,손익
조사비-기타,PL,판관비,손익,손익
포장비-제품포장비,PL,판관비,손익,손익
포장비-포장재비(코닝정밀소재Only),PL,판관비,손익,손익
포장비-기타,PL,판관비,손익,손익
용역비-생산공정,PL,판관비,손익,손익
용역비-식당용역,PL,판관비,손익,손익
용역비-경비보안,PL,판관비,손익,손익
용역비-상하차,PL,판관비,손익,손익
용역비-포장용역,PL,판관비,손익,손익
용역비-청소/생산CIP용역,PL,판관비,손익,손익
용역비-생산제품및자재이적,PL,판관비,손익,손익
용역비-수선,PL,판관비,손익,손익
용역비-선물셋트/기획제품해체,PL,판관비,손익,손익
용역비-영업아웃소싱,PL,판관비,손익,손익
용역비-기타,PL,판관비,손익,손익
외주비,PL,판관비,손익,손익
외주비-공사,PL,판관비,손익,손익
외주비-용역,PL,판관비,손익,손익
외주비-선물환,PL,판관비,손익,손익
외주용역비,PL,판관비,손익,손익
제품보증충당부채전입,PL,충당금(부채)전입(환액),손익류,손익
공사손실충당부채전입,PL,충당금(부채)전입(환액),손익류,손익
하자보수충당부채전입,PL,충당금(부채)전입(환액),손익류,손익
복구충당부채전입,PL,충당금(부채)전입(환액),손익류,손익
우발손실충당부채전입,PL,충당금(부채)전입(환액),손익류,손익
경상개발비-주식보상비용,PL,판관비,손익,손익
경상개발비-특허료,PL,판관비,손익,손익
경상개발비-도서구입비,PL,판관비,손익,손익
경상개발비-시험연구비,PL,판관비,손익,손익
경상개발비-국내출장비,PL,판관비,손익,손익
경상개발비-해외출장비,PL,판관비,손익,손익
경상개발비-협회비,PL,판관비,손익,손익
경상개발비-식비,PL,판관비,손익,손익
경상개발비-운반비,PL,판관비,손익,손익
경상개발비-교육훈련비,PL,판관비,손익,손익
경상개발비-소모품비,PL,판관비,손익,손익
경상개발비-지급수수료,PL,판관비,손익,손익
경상개발비-직무교육(사내교육),PL,판관비,손익,손익
경상개발비-직무교육(사외위탁교육),PL,판관비,손익,손익
경상개발비-직무교육(교육참가일당),PL,판관비,손익,손익
경상개발비-계층교육(사내교육),PL,판관비,손익,손익
경상개발비-계층교육(사외위탁교육),PL,판관비,손익,손익
경상개발비-계층교육(교육참가일당),PL,판관비,손익,손익
경상개발비-조직활성화교육(사내교육),PL,판관비,손익,손익
경상개발비-조직활성화교육(사외위탁교육),PL,판관비,손익,손익
경상개발비-조직활성화교육(교육참가일당),PL,판관비,손익,손익
경상개발비-자기개발교육(사내교육),PL,판관비,손익,손익
경상개발비-자기개발교육(사외위탁교육),PL,판관비,손익,손익
경상개발비-자기개발교육(교육참가일당),PL,판관비,손익,손익
경상개발비-온라인교육,PL,판관비,손익,손익
경상개발비-제조통신비,PL,판관비,손익,손익
경상개발비-제조운반비,PL,판관비,손익,손익
경상개발비-제조잡비,PL,판관비,손익,손익
경상개발비-제조지급수수료(일반),PL,판관비,손익,손익
경상개발비-통신비,PL,판관비,손익,손익
경상개발비-경조사비,PL,판관비,손익,손익
경상개발비-업무수행비,PL,판관비,손익,손익
경상개발비-재료비,PL,판관비,손익,손익
경상개발비-노무비,PL,판관비,손익,손익
경상개발비-환차익,PL,판관비,손익,손익
경상개발비-조직활성화비,PL,판관비,손익,손익
경상개발비-국책과제,PL,판관비,손익,손익
수출제비용-내륙운송비,PL,판관비,손익,손익
수출제비용-해상운송비,PL,판관비,손익,손익
수출제비용-항공운송비,PL,판관비,손익,손익
수출제비용-수출보험료,PL,판관비,손익,손익
수출제비용-통관수수료,PL,판관비,손익,손익
수출제비용-해상보험료,PL,판관비,손익,손익
수출제비용-Less Charge외,PL,판관비,손익,손익
수출제비용-기타/THC/취급수수료/DOC.FEE,PL,판관비,손익,손익
수출제비용-수출커미션,PL,판관비,손익,손익
수출입제비용-해외커미션,PL,판관비,손익,손익
수출입제비용-수출매출채권정산비,PL,판관비,손익,손익
수출입제비용-매입수수료,PL,판관비,손익,손익
수출입제비용-기타수출입제비용,PL,판관비,손익,손익
수출비용,PL,판관비,손익,손익
기타수익,PL,기타영업외손익,손익,손익
배당금수익,PL,기타영업외손익,손익,손익
위탁관리수수료수익,PL,기타영업외손익,손익,손익
임대료수익,PL,기타영업외손익,손익,손익
매도가능금융자산처분이익,PL,처분손익,처분류,손익
매도가능금융자산손상차손환입,PL,손상차손,손익류,손익
종속관계기업투자주식처분이익,PL,처분손익,처분류,손익
재고자산처분이익,PL,처분손익,처분류,손익
사용권자산중도상환이익,PL,기타영업외손익,손익,손익
보상비용,PL,기타영업외손익,손익,손익
수입수수료,PL,기타영업외손익,손익,손익
로열티수익,PL,기타영업외손익,손익,손익
상품권기간경과이익,PL,기타영업외손익,손익,손익
잡이익,PL,기타영업외손익,손익,손익
기타비용,PL,기타영업외손익,손익,손익
매출채권처분손실,PL,처분손익,처분류,손익
재고자산처분손실,PL,처분손익,처분류,손익
재고자산폐기손실,PL,기타영업외손익,손익,손익
재고자산감모손실,PL,감모손실,손익류,손익
재고감모손실,PL,감모손실,손익류,손익
감모손실,PL,감모손실,손익류,손익
재고자산감모,PL,감모손실,손익류,손익
재고감모,PL,감모손실,손익류,손익
종속관계기업투자주식처분손실,PL,처분손익,처분류,손익
당기손익공정가치측정금융자산처분이익,PL,처분손익,처분류,손익
당기손익공정가치금융자산처분손실,PL,처분손익,처분류,손익
기타자산처분손실,PL,처분손익,처분류,손익
투자부동산처분손실,PL,처분손익,처분류,손익
투자부동산폐기손실,PL,처분손익,처분류,손익
유형자산처분손실,PL,처분손익,처분류,손익
유형자산폐기손실,PL,처분손익,처분류,손익
유형자산제각손실,PL,처분손익,처분류,손익
유형자산평가손실,PL,처분손익,처분류,손익
무형자산처분손실,PL,처분손익,처분류,손익
투자부동산상각비,PL,감가상각비,손익류,손익
운휴자산상각비,PL,감가상각비,손익류,손익
투자부동산유지관리비,PL,기타영업외손익,손익,손익
사회기여금,PL,기타영업외손익,손익,손익
기부금,PL,기타영업외손익,손익,손익
기타의지급수수료,PL,기타영업외손익,손익,손익
기술용역비,PL,기타영업외손익,손익,손익
위탁관리수수료,PL,기타영업외손익,손익,손익
로열티비용,PL,기타영업외손익,손익,손익
잡손실,PL,기타영업외손익,손익,손익
재해손실,PL,기타영업외손익,손익,손익
파생상품거래이익,PL,기타영업외손익,손익,손익
당기손익-공정가치평가금융상품처분이익,PL,처분손익,처분류,손익
당기손익-공정가치평가금융상품처분손실,PL,처분손익,처분류,손익
매각예정순자산처분이익,PL,처분손익,처분류,손익
매각예정자산손상차손환입,PL,손상차손,손익류,손익
생물자산처분이익,PL,처분손익,처분류,손익
생물자산평가이익,PL,평가손익,손익류,손익
생물자산손상차손환입,PL,손상차손,손익류,손익
유형자산손상차손환입,PL,손상차손,손익류,손익
부의영업권환입 ,PL,기타영업외손익,손익,손익
국고보조금이익,PL,기타영업외손익,손익,손익
국고보조금상환이익,PL,기타영업외손익,손익,손익
대손충당금환입-매출채권,PL,충당금(부채)전입(환액),손익류,손익
대손충당금환입-장기매출채권,PL,충당금(부채)전입(환액),손익류,손익
대손충당금환입-단기대여금,PL,충당금(부채)전입(환액),손익류,손익
대손충당금환입-장기대여금,PL,충당금(부채)전입(환액),손익류,손익
대손충당금환입-미수금,PL,충당금(부채)전입(환액),손익류,손익
