id,bspl,detailname,largecategory,list_sort,middlecategory,resultname
863,PL,검사비-선급검사비(중공업Only),손익,,손익,판관비
864,PL,검사비-기타,손익,,손익,판관비
865,PL,시운전비,손익,,손익,판관비
866,PL,조사비-시장조사,손익,,손익,판관비
867,PL,조사비-자료조사,손익,,손익,판관비
868,PL,조사비-품질조사,손익,,손익,판관비
869,PL,조사비-규격인증,손익,,손익,판관비
870,PL,조사비-연구위탁자문,손익,,손익,판관비
871,PL,조사비-취재및출연료,손익,,손익,판관비
872,PL,조사비-기타,손익,,손익,판관비
873,PL,포장비-제품포장비,손익,,손익,판관비
874,PL,포장비-포장재비(코닝정밀소재Only),손익,,손익,판관비
875,PL,포장비-기타,손익,,손익,판관비
876,PL,용역비-생산공정,손익,,손익,판관비
877,PL,용역비-식당용역,손익,,손익,판관비
878,PL,용역비-경비보안,손익,,손익,판관비
879,PL,용역비-상하차,손익,,손익,판관비
880,PL,용역비-포장용역,손익,,손익,판관비
881,PL,용역비-청소/생산CIP용역,손익,,손익,판관비
882,PL,용역비-생산제품및자재이적,손익,,손익,판관비
883,PL,용역비-수선,손익,,손익,판관비
884,PL,용역비-선물셋트/기획제품해체,손익,,손익,판관비
885,PL,용역비-영업아웃소싱,손익,,손익,판관비
886,PL,용역비-기타,손익,,손익,판관비
887,PL,외주비,손익,,손익,판관비
888,PL,외주비-공사,손익,,손익,판관비
889,PL,외주비-용역,손익,,손익,판관비
890,PL,외주비-선물환,손익,,손익,판관비
891,PL,외주용역비,손익,,손익,판관비
892,PL,제품보증충당부채전입,손익,,손익류,충당금(부채)전입(환액)
893,PL,공사손실충당부채전입,손익,,손익류,충당금(부채)전입(환액)
894,PL,하자보수충당부채전입,손익,,손익류,충당금(부채)전입(환액)
895,PL,복구충당부채전입,손익,,손익류,충당금(부채)전입(환액)
896,PL,우발손실충당부채전입,손익,,손익류,충당금(부채)전입(환액)
897,PL,경상개발비-주식보상비용,손익,,손익,판관비
898,PL,경상개발비-특허료,손익,,손익,판관비
899,PL,경상개발비-도서구입비,손익,,손익,판관비
900,PL,경상개발비-시험연구비,손익,,손익,판관비
901,PL,경상개발비-국내출장비,손익,,손익,판관비
902,PL,경상개발비-해외출장비,손익,,손익,판관비
903,PL,경상개발비-협회비,손익,,손익,판관비
904,PL,경상개발비-식비,손익,,손익,판관비
905,PL,경상개발비-운반비,손익,,손익,판관비
906,PL,경상개발비-교육훈련비,손익,,손익,판관비
907,PL,경상개발비-소모품비,손익,,손익,판관비
908,PL,경상개발비-지급수수료,손익,,손익,판관비
909,PL,경상개발비-직무교육(사내교육),손익,,손익,판관비
910,PL,경상개발비-직무교육(사외위탁교육),손익,,손익,판관비
911,PL,경상개발비-직무교육(교육참가일당),손익,,손익,판관비
912,PL,경상개발비-계층교육(사내교육),손익,,손익,판관비
913,PL,경상개발비-계층교육(사외위탁교육),손익,,손익,판관비
914,PL,경상개발비-계층교육(교육참가일당),손익,,손익,판관비
915,PL,경상개발비-조직활성화교육(사내교육),손익,,손익,판관비
916,PL,경상개발비-조직활성화교육(사외위탁교육),손익,,손익,판관비
917,PL,경상개발비-조직활성화교육(교육참가일당),손익,,손익,판관비
918,PL,경상개발비-자기개발교육(사내교육),손익,,손익,판관비
919,PL,경상개발비-자기개발교육(사외위탁교육),손익,,손익,판관비
920,PL,경상개발비-자기개발교육(교육참가일당),손익,,손익,판관비
921,PL,경상개발비-온라인교육,손익,,손익,판관비
922,PL,경상개발비-제조통신비,손익,,손익,판관비
923,PL,경상개발비-제조운반비,손익,,손익,판관비
924,PL,경상개발비-제조잡비,손익,,손익,판관비
925,PL,경상개발비-제조지급수수료(일반),손익,,손익,판관비
926,PL,경상개발비-통신비,손익,,손익,판관비
927,PL,경상개발비-경조사비,손익,,손익,판관비
928,PL,경상개발비-업무수행비,손익,,손익,판관비
929,PL,경상개발비-재료비,손익,,손익,판관비
930,PL,경상개발비-노무비,손익,,손익,판관비
931,PL,경상개발비-환차익,손익,,손익,판관비
932,PL,경상개발비-조직활성화비,손익,,손익,판관비
933,PL,경상개발비-국책과제,손익,,손익,판관비
934,PL,수출제비용-내륙운송비,손익,,손익,판관비
935,PL,수출제비용-해상운송비,손익,,손익,판관비
936,PL,수출제비용-항공운송비,손익,,손익,판관비
937,PL,수출제비용-수출보험료,손익,,손익,판관비
938,PL,수출제비용-통관수수료,손익,,손익,판관비
939,PL,수출제비용-해상보험료,손익,,손익,판관비
940,PL,수출제비용-Less Charge외,손익,,손익,판관비
941,PL,수출제비용-기타/THC/취급수수료/DOC.FEE,손익,,손익,판관비
942,PL,수출제비용-수출커미션,손익,,손익,판관비
943,PL,수출입제비용-해외커미션,손익,,손익,판관비
944,PL,수출입제비용-수출매출채권정산비,손익,,손익,판관비
945,PL,수출입제비용-매입수수료,손익,,손익,판관비
946,PL,수출입제비용-기타수출입제비용,손익,,손익,판관비
947,PL,수출비용,손익,,손익,판관비
948,PL,기타수익,손익,,손익,기타영업외손익
949,PL,배당금수익,손익,,손익,기타영업외손익
950,PL,위탁관리수수료수익,손익,,손익,기타영업외손익
951,PL,임대료수익,손익,,손익,기타영업외손익
952,PL,매도가능금융자산처분이익,손익,,처분류,처분손익
953,PL,매도가능금융자산손상차손환입,손익,,손익류,손상차손
954,PL,종속관계기업투자주식처분이익,손익,,처분류,처분손익
955,PL,재고자산처분이익,손익,,처분류,처분손익
956,PL,사용권자산중도상환이익,손익,,손익,기타영업외손익
957,PL,보상비용,손익,,손익,기타영업외손익
958,PL,수입수수료,손익,,손익,기타영업외손익
959,PL,로열티수익,손익,,손익,기타영업외손익
960,PL,상품권기간경과이익,손익,,손익,기타영업외손익
961,PL,잡이익,손익,,손익,기타영업외손익
962,PL,기타비용,손익,,손익,기타영업외손익
963,PL,매출채권처분손실,손익,,처분류,처분손익
964,PL,재고자산처분손실,손익,,처분류,처분손익
965,PL,재고자산폐기손실,손익,,손익,기타영업외손익
966,PL,재고자산감모손실,손익,,손익류,감모손실
967,PL,재고감모손실,손익,,손익류,감모손실
968,PL,감모손실,손익,,손익류,감모손실
969,PL,재고자산감모,손익,,손익류,감모손실
970,PL,재고감모,손익,,손익류,감모손실
971,PL,종속관계기업투자주식처분손실,손익,,처분류,처분손익
972,PL,당기손익공정가치측정금융자산처분이익,손익,,처분류,처분손익
973,PL,당기손익공정가치금융자산처분손실,손익,,처분류,처분손익
974,PL,기타자산처분손실,손익,,처분류,처분손익
975,PL,투자부동산처분손실,손익,,처분류,처분손익
976,PL,투자부동산폐기손실,손익,,처분류,처분손익
977,PL,유형자산처분손실,손익,,처분류,처분손익
978,PL,유형자산폐기손실,손익,,처분류,처분손익
979,PL,유형자산제각손실,손익,,처분류,처분손익
980,PL,유형자산평가손실,손익,,처분류,처분손익
981,PL,무형자산처분손실,손익,,처분류,처분손익
982,PL,투자부동산상각비,손익,,손익류,감가상각비
983,PL,운휴자산상각비,손익,,손익류,감가상각비
984,PL,투자부동산유지관리비,손익,,손익,기타영업외손익
985,PL,사회기여금,손익,,손익,기타영업외손익
986,PL,기부금,손익,,손익,기타영업외손익
987,PL,기타의지급수수료,손익,,손익,기타영업외손익
988,PL,기술용역비,손익,,손익,기타영업외손익
989,PL,위탁관리수수료,손익,,손익,기타영업외손익
990,PL,로열티비용,손익,,손익,기타영업외손익
991,PL,잡손실,손익,,손익,기타영업외손익
992,PL,재해손실,손익,,손익,기타영업외손익
993,PL,파생상품거래이익,손익,,손익,기타영업외손익
994,PL,당기손익-공정가치평가금융상품처분이익,손익,,처분류,처분손익
995,PL,당기손익-공정가치평가금융상품처분손실,손익,,처분류,처분손익
996,PL,매각예정순자산처분이익,손익,,처분류,처분손익
997,PL,매각예정자산손상차손환입,손익,,손익류,손상차손
998,PL,생물자산처분이익,손익,,처분류,처분손익
999,PL,생물자산평가이익,손익,,손익류,평가손익
1000,PL,생물자산손상차손환입,손익,,손익류,손상차손
1001,PL,유형자산손상차손환입,손익,,손익류,손상차손
1002,PL,부의영업권환입 ,손익,,손익,기타영업외손익
1003,PL,국고보조금이익,손익,,손익,기타영업외손익
1004,PL,국고보조금상환이익,손익,,손익,기타영업외손익
1005,PL,대손충당금환입-매출채권,손익,,손익류,충당금(부채)전입(환액)
1006,PL,대손충당금환입-장기매출채권,손익,,손익류,충당금(부채)전입(환액)
1007,PL,대손충당금환입-단기대여금,손익,,손익류,충당금(부채)전입(환액)
1008,PL,대손충당금환입-장기대여금,손익,,손익류,충당금(부채)전입(환액)
1009,PL,대손충당금환입-미수금,손익,,손익류,충당금(부채)전입(환액)
1010,PL,대손충당금환입-장기미수금,손익,,손익류,충당금(부채)전입(환액)
1011,PL,대손충당금환입-선급비용,손익,,손익류,충당금(부채)전입(환액)
1012,PL,대손충당금환입-선급금,손익,,손익류,충당금(부채)전입(환액)
1013,PL,대손충당금환입-장기선급금,손익,,손익류,충당금(부채)전입(환액)
1014,PL,대손충당금환입-예치보증금,손익,,손익류,충당금(부채)전입(환액)
1015,PL,대손충당금환입-장기보증금,손익,,손익류,충당금(부채)전입(환액)
1016,PL,대손충당금환입-기타유동자산,손익,,손익류,충당금(부채)전입(환액)
1017,PL,대손충당금환입-기타비유동자산,손익,,손익류,충당금(부채)전입(환액)
1018,PL,대손충당금환입-기타,손익,,손익류,충당금(부채)전입(환액)
1019,PL,제품보증충당부채환입,손익,,손익류,충당금(부채)전입(환액)
1020,PL,공사손실충당부채환입,손익,,손익류,충당금(부채)전입(환액)
1021,PL,하자보수충당부채환입,손익,,손익류,충당금(부채)전입(환액)
1022,PL,상여충당부채환입,손익,,손익류,충당금(부채)전입(환액)
1023,PL,복구충당부채환입,손익,,손익류,충당금(부채)전입(환액)
1024,PL,우발손실충당부채환입,손익,,손익류,충당금(부채)전입(환액)
1025,PL,연금정산이익,손익,,손익,기타영업외손익
1026,PL,연금중단이익,손익,,손익,기타영업외손익
1027,PL,수탁연구개발이익,손익,,손익,기타영업외손익
1028,PL,전기오류수정이익,손익,,손익류,전기오류수정손익
1029,PL,전기오류이익,손익,,손익류,전기오류수정손익
1030,PL,전기수정이익,손익,,손익류,전기오류수정손익
1031,PL,기타대손상각비-단기대여금,손익,,손익류,대손상각비
1032,PL,기타대손상각비-장기대여금,손익,,손익류,대손상각비
1033,PL,기타대손상각비-미수금,손익,,손익류,대손상각비
1034,PL,기타대손상각비-장기미수금,손익,,손익류,대손상각비
1035,PL,기타대손상각비-선급비용,손익,,손익류,대손상각비
1036,PL,기타대손상각비-선급금,손익,,손익류,대손상각비
1037,PL,기타대손상각비-장기선급금,손익,,손익류,대손상각비
1038,PL,기타대손상각비-예치보증금,손익,,손익류,대손상각비
1039,PL,기타대손상각비-장기보증금,손익,,손익류,대손상각비
1040,PL,기타대손상각비-기타유동자산,손익,,손익류,대손상각비
1041,PL,기타대손상각비-기타비유동자산,손익,,손익류,대손상각비
1042,PL,기타대손상각비-기타,손익,,손익류,대손상각비
1043,PL,연금정산손실,손익,,손익,기타영업외손익
1044,PL,연금중단손실,손익,,손익,기타영업외손익
1045,PL,기부금-법정,손익,,손익,기타영업외손익
1046,PL,기부금-지정,손익,,손익,기타영업외손익
1047,PL,기부금-비지정,손익,,손익,기타영업외손익
1048,PL,기부금-기타,손익,,손익,기타영업외손익
1049,PL,수탁연구개발손실,손익,,손익,기타영업외손익
1050,PL,전기오류수정손실,손익,,손익류,전기오류수정손익
1051,PL,전기오류손실,손익,,손익류,전기오류수정손익
1052,PL,전기수정손실,손익,,손익류,전기오류수정손익
1053,PL,자산재평가손실,손익,,손익,기타영업외손익
1054,PL,채무면제이익,손익,,손익류,채무면제이익
1055,PL,채무면제수익,손익,,손익류,채무면제이익
1056,PL,기타채무면제이익,손익,,손익류,채무면제이익
1057,PL,기타채무면제수익,손익,,손익류,채무면제이익
1058,PL,당기손익인식금융자산평가이익,손익,,손익류,평가손익
1059,PL,파생상품평가이익,손익,,손익류,평가손익
1060,PL,당기손익공정가치측정금융평가손실,손익,,손익류,평가손익
1061,PL,당기손익공정가치측정금융부채평가손실,손익,,손익류,평가손익
1062,PL,당기손익인식금융자산평가손실,손익,,손익류,평가손익
1063,PL,투자부동산손상차손환입,손익,,손익,기타영업외손익
1064,PL,유형자산처분이익,손익,,손익,기타영업외손익
1065,PL,무형자산처분이익,손익,,손익,기타영업외손익
1066,PL,무형자산손상차손환입,손익,,손익,기타영업외손익
1067,PL,기타의대손충당금환입,손익,,손익류,대손상각비
1068,PL,기타의대손상각비,손익,,손익류,대손상각비
1069,PL,파생상품평가손실,손익,,손익류,평가손익
1070,PL,투자부동산손상차손,손익,,손익류,손상차손
1071,PL,유형자산손상차손,손익,,손익류,손상차손
1072,PL,유형자산감액손실-건물,손익,,손익류,손상차손
1073,PL,유형자산감액손실-구축물,손익,,손익류,손상차손
1074,PL,유형자산감액손실-기계장치,손익,,손익류,손상차손
1075,PL,무형자산손상차손,손익,,손익류,손상차손
1076,PL,금융수익,손익,,손익,기타영업외금융손익
1077,PL,이자수익,손익,,이자류,이자수익
1078,PL,외환차익,손익,,손익,기타영업외금융손익
1079,PL,외화환산이익,손익,,손익류,환산손익
1080,PL,금융비용,손익,,손익,기타영업외금융손익
1081,PL,이자비용,손익,,이자류,이자비용
1082,PL,이자비용-일반대,손익,,이자류,이자비용
1083,PL,이자비용-시설대,손익,,이자류,이자비용
1084,PL,이자비용-회사채이자,손익,,이자류,이자비용
1085,PL,이자비용-회사채-사채발행비상각,손익,,이자류,이자비용
1086,PL,이자비용-유산스,손익,,이자류,이자비용
1087,PL,이자비용-부채현할차상각,손익,,이자류,이자비용
1088,PL,이자비용-환가료,손익,,이자류,이자비용
1089,PL,이자비용-리스부채,손익,,이자류,이자비용
1090,PL,이자비용-기타,손익,,이자류,이자비용
1091,PL,외환차손,손익,,손익,기타영업외금융손익
1092,PL,외화환산손실,손익,,손익류,환산손익
1093,PL,이자수익-예적금이자,손익,,이자류,이자수익
1094,PL,이자수익-유가증권이자,손익,,이자류,이자수익
1095,PL,이자수익-대여금이자,손익,,이자류,이자수익
1096,PL,이자수익-보험금이자,손익,,이자류,이자수익
1097,PL,이자수익-외환거래,손익,,이자류,이자수익
1098,PL,이자수익-할부이자,손익,,이자류,이자수익
1099,PL,이자수익-현할차상각,손익,,이자류,이자수익
1100,PL,이자수익-분양연체,손익,,이자류,이자수익
1101,PL,이자수익-기타,손익,,이자류,이자수익
1102,PL,외환차익-금융거래,손익,,손익,기타영업외금융손익
1103,PL,외화환산이익-금융거래,손익,,손익류,환산손익
1104,PL,파생상품평가이익-통화선도,손익,,손익류,평가손익
1105,PL,파생상품평가이익-통화스왑,손익,,손익류,평가손익
1106,PL,파생상품평가이익-통화옵션,손익,,손익류,평가손익
1107,PL,파생상품평가이익-이자율스왑,손익,,손익류,평가손익
1108,PL,파생상품평가이익-상품선물,손익,,손익류,평가손익
1109,PL,파생상품평가이익-상품선도,손익,,손익류,평가손익
1110,PL,파생상품평가이익-기타,손익,,손익류,평가손익
1111,PL,파생상품거래이익-통화선도,손익,,손익,기타영업외금융손익
1112,PL,파생상품거래이익-통화스왑,손익,,손익,기타영업외금융손익
1113,PL,파생상품거래이익-통화옵션,손익,,손익,기타영업외금융손익
1114,PL,파생상품거래이익-이자율스왑,손익,,손익,기타영업외금융손익
1115,PL,파생상품거래이익-상품선물,손익,,손익,기타영업외금융손익
1116,PL,파생상품거래이익-상품선도,손익,,손익,기타영업외금융손익
1117,PL,파생상품거래이익-기타,손익,,손익,기타영업외금융손익
1118,PL,위험회피중단이익,손익,,손익,기타영업외금융손익
1119,PL,사채상환이익,손익,,손익,기타영업외금융손익
1120,PL,이자비용-당좌차월이자,손익,,이자류,이자비용
1121,PL,이자비용-단기차입이자,손익,,이자류,이자비용
1122,PL,이자비용-사채-이자,손익,,이자류,이자비용
1123,PL,이자비용-사채-상각,손익,,이자류,이자비용
1124,PL,이자비용-장기차입금,손익,,이자류,이자비용
1125,PL,이자비용-금융리스,손익,,이자류,이자비용
1126,PL,이자비용-차입원가,손익,,이자류,이자비용
1127,PL,이자비용-현할차상각,손익,,이자류,이자비용
1128,PL,이자비용-AR매각(With Recourse),손익,,이자류,이자비용
1129,PL,외환차손-금융거래,손익,,손익,기타영업외금융손익
1130,PL,외화환산손실-금융거래,손익,,손익류,환산손익
1131,PL,지급보증료-사채,손익,,손익,기타영업외금융손익
1132,PL,지급보증료-차입금,손익,,손익,기타영업외금융손익
1133,PL,지급보증료-기타,손익,,손익,기타영업외금융손익
1134,PL,파생상품평가손실-통화선도,손익,,손익류,평가손익
1135,PL,파생상품평가손실-통화스왑,손익,,손익류,평가손익
1136,PL,파생상품평가손실-통화옵션,손익,,손익류,평가손익
1137,PL,파생상품평가손실-이자율스왑,손익,,손익류,평가손익
1138,PL,파생상품평가손실-상품선물,손익,,손익류,평가손익
1139,PL,파생상품평가손실-상품선도,손익,,손익류,평가손익
1140,PL,파생상품평가손실-기타,손익,,손익류,평가손익
1141,PL,파생상품거래손실-통화선도,손익,,손익,기타영업외금융손익
1142,PL,파생상품거래손실-통화스왑,손익,,손익,기타영업외금융손익
1143,PL,파생상품거래손실-통화옵션,손익,,손익,기타영업외금융손익
1144,PL,파생상품거래손실-이자율스왑,손익,,손익,기타영업외금융손익
1145,PL,파생상품거래손실-상품선물,손익,,손익,기타영업외금융손익
1146,PL,파생상품거래손실-상품선도,손익,,손익,기타영업외금융손익
1147,PL,파생상품거래손실-기타,손익,,손익,기타영업외금융손익
1148,PL,위험회피중단손실,손익,,손익,기타영업외금융손익
1149,PL,사채상환손실,손익,,손익,기타영업외금융손익
1150,PL,사내선물환평가손익-금융거래,손익,,손익,기타영업외금융손익
1151,PL,사내선물환거래손익-금융거래,손익,,손익,기타영업외금융손익
1152,PL,차입금상환손실,손익,,손익,기타영업외금융손익
1153,PL,금융보증수익,손익,,손익,기타영업외금융손익
1154,PL,지분법손실,손익,,손익류,지분법손익
1155,PL,비지배지분순이익,손익,,손익,비지배지분손익
1156,PL,비지배지분순손실,손익,,손익,비지배지분손익
1157,PL,지분법평가이익,손익,,손익류,지분법손익
1158,PL,지분법매각이익,손익,,손익류,지분법손익
1159,PL,지분법평가손실,손익,,손익류,지분법손익
1160,PL,지분법매각손실,손익,,손익류,지분법손익
1161,PL,법인세환급액,손익,,손익,법인세비용
1162,PL,법인세추납액,손익,,손익,법인세비용
1163,PL,법인세비용-법인세,손익,,손익,법인세비용
1164,PL,법인세비용-주민세,손익,,손익,법인세비용
1165,PL,법인세비용-농특세,손익,,손익,법인세비용
1166,PL,법인세비용-법인세환급,손익,,손익,법인세비용
1167,PL,법인세비용-법인세추납,손익,,손익,법인세비용
1168,PL,법인세비용-회계변경,손익,,손익,법인세비용
1169,PL,법인세비용-기타,손익,,손익,법인세비용
1170,BS,현금,영업,,현금,현금및현금성자산
1171,BS,당좌예금,영업,,현금,현금및현금성자산
1172,BS,보통예금,영업,,현금,현금및현금성자산
1173,BS,현금등가물,영업,,현금,현금및현금성자산
1174,BS,당좌예금-Bank Clearing,영업,,현금,현금및현금성자산
1175,BS,당좌예금-기타,영업,,현금,현금및현금성자산
1176,BS,보통예금-국고보조금,주계정,,차감,국고보조금
1177,BS,보통예금-Bank Clearing,영업,,현금,현금및현금성자산
1178,BS,보통예금-기타,영업,,현금,현금및현금성자산
1179,BS,현금성자산,영업,,현금,현금및현금성자산
1180,BS,현금및현금성자산-환율평가,영업,,현금,현금및현금성자산
1181,BS,현금및현금성자산-부문간배부,영업,,현금,현금및현금성자산
1182,BS,기타제예금,영업,,현금,현금및현금성자산
1183,BS,별단예금,영업,,현금,현금및현금성자산
1184,BS,기타현금등가물,영업,,현금,현금및현금성자산
1185,BS,금전신탁,영업,,현금,현금및현금성자산
1186,BS,정기예금,재무,,중간,단기금융상품
1187,BS,정기적금,재무,,중간,단기금융상품
1188,BS,신탁예금,재무,,중간,단기금융상품
1189,BS,특정예금,재무,,중간,단기금융상품
1190,BS,기타예금,재무,,중간,단기금융상품
1191,BS,기타단기금융상품,재무,,중간,단기금융상품
1192,BS,유동성 장기금융상품,재무,,중간,단기금융상품
1193,BS,단기금융상품-부문간배부,재무,,중간,단기금융상품
1194,BS,외화정기예금,재무,,중간,단기금융상품
1195,BS,상호부금,재무,,중간,단기금융상품
1196,BS,적립식신탁,재무,,중간,단기금융상품
1197,BS,기타부금,재무,,중간,단기금융상품
1198,BS,RP,재무,,중간,단기금융상품
1199,BS,CD,재무,,중간,단기금융상품
1200,BS,CP,재무,,중간,단기금융상품
1201,BS,매출채권-국내,영업,,일반,매출채권
1202,BS,매출채권-로칼,영업,,일반,매출채권
1203,BS,매출채권-해외,영업,,일반,매출채권
1204,BS,매출채권-받을어음,영업,,일반,매출채권
1205,BS,외상매출금-상품,영업,,일반,매출채권
1206,BS,외상매출금-제품,영업,,일반,매출채권
1207,BS,외상매출금-반제품,영업,,일반,매출채권
1208,BS,외상매출금-자재,영업,,일반,매출채권
1209,BS,외상매출금-진행기준-용역,영업,,일반,매출채권
1210,BS,외상매출금-Service,영업,,일반,매출채권
1211,BS,외상매출금-Agency,영업,,일반,매출채권
1212,BS,외상매출금-물류,영업,,일반,매출채권
1213,BS,외상매출금-임대료,영업,,일반,매출채권
1214,BS,외상매출금-임가공,영업,,일반,매출채권
1215,BS,외상매출금-ESCO사업,영업,,일반,매출채권
1216,BS,외상매출금-Service공사-에스원Only,영업,,일반,매출채권
1217,BS,대행미수금-기획Only,영업,,일반,매출채권
1218,BS,외상매출금-기타용역,영업,,일반,매출채권
1219,BS,외상매출금-반품,영업,,일반,매출채권
1220,BS,외상매출금-반품추정,영업,,일반,매출채권
1221,BS,외상매출금-매출에누리,영업,,일반,매출채권
1222,BS,외상매출금-매출할인,영업,,일반,매출채권
1223,BS,외상매출금-판매장려금,영업,,일반,매출채권
1224,BS,외상매출금-판가보전,영업,,일반,매출채권
1225,BS,외상매출금-부실채권,영업,,일반,매출채권
1226,BS,외상매출금-ABS,영업,,일반,매출채권
1227,BS,외상매출금-진행기준-용역-조정,영업,,일반,매출채권
1228,BS,외상매출금-차감조정,영업,,일반,매출채권
1229,BS,외상매출금-조정,영업,,일반,매출채권
1230,BS,외상매출금-기타,영업,,일반,매출채권
1231,BS,외상매출금-현할차,영업,,일반,매출채권
1232,BS,외상매출금-환율평가,영업,,일반,매출채권
1233,BS,외상매출금-대손충당금,주계정,,차감,대손충당금
1234,BS,공사미수금,영업,,일반,매출채권
1235,BS,공사미수금-조정,영업,,일반,매출채권
1236,BS,공사미수금-환율평가,영업,,일반,매출채권
1237,BS,공사미수금-대손충당금,주계정,,차감,대손충당금
1238,BS,분양미수금,영업,,일반,매출채권
1239,BS,분양미수금-옵션-물산Only,영업,,일반,매출채권
1240,BS,분양미수금-조정,영업,,일반,매출채권
1241,BS,분양미수금-환율평가,영업,,일반,매출채권
1242,BS,분양미수금-대손충당금,주계정,,차감,대손충당금
1243,BS,받을어음-상품,영업,,일반,매출채권
1244,BS,받을어음-제품,영업,,일반,매출채권
1245,BS,받을어음-자재,영업,,일반,매출채권
1246,BS,받을어음-진행기준-용역,영업,,일반,매출채권
1247,BS,받을어음-Service,영업,,일반,매출채권
1248,BS,받을어음-Agency,영업,,일반,매출채권
1249,BS,받을어음-물류,영업,,일반,매출채권
1250,BS,받을어음-임대료,영업,,일반,매출채권
1251,BS,받을어음-임가공,영업,,일반,매출채권
1252,BS,받을어음-기타용역,영업,,일반,매출채권
1253,BS,받을어음-추심우발채무,영업,,일반,매출채권
1254,BS,받을어음-할인우발채무,영업,,일반,매출채권
1255,BS,받을어음-부도어음,영업,,일반,매출채권
1256,BS,받을어음-기타,영업,,일반,매출채권
1257,BS,받을어음-실물어음,영업,,일반,매출채권
1258,BS,받을어음-현할차,주계정,,차감,현재가치할인차금
1259,BS,받을어음-환율평가,영업,,일반,매출채권
1260,BS,받을어음-대손충당금,주계정,,차감,대손충당금
1261,BS,받을어음-공사미수금,영업,,일반,매출채권
1262,BS,받을어음-공사미수금-환율평가,영업,,일반,매출채권
1263,BS,받을어음-공사미수금-대손충당금,영업,,일반,매출채권
1264,BS,받을어음-분양미수금,영업,,일반,매출채권
1265,BS,받을어음-분양미수금-환율평가,영업,,일반,매출채권
1266,BS,받을어음-분양미수금-대손충당금,주계정,,차감,대손충당금
1267,BS,유동성 장기매출채권,영업,,일반,매출채권
1268,BS,매출채권-부문간배부,영업,,일반,매출채권
1269,BS,장기외상매출금-상품,영업,,일반,매출채권
1270,BS,장기외상매출금-제품,영업,,일반,매출채권
1271,BS,장기외상매출금-자재,영업,,일반,매출채권
1272,BS,장기외상매출금-진행기준-용역,영업,,일반,매출채권
